"","toCode","fromCode","rate","dis","orgGDP","amount","areaX","areaY","Province","Population","Birth_Rate","Avg_Life","GDP_PC","Unemploy_Rate","Flat_Rates","Price_Rates","City_Income","Country_income","Green_Rate","Disasters","Stu_Rate_H","Low_Income","Low_Income_Insurance"
"330",65,33,0.0005507618872774,"3928",51711,3,104141,1664897,"新疆维吾尔自治区",2185,15.99,72.35,25034,3.2,3548.79,104.3,32003,5214.87,36.4,13,1467,96,183
"331",11,34,0.0540540540540541,"1037",20888,322,139427,16411,"北京市",1962,7.48,80.18,73856,1.4,16851.95,102.4,65158,11802.82,44.15,0,6196,11.7,430
"332",12,34,0.0513681383246601,"1217",20888,306,139427,11920,"天津市",1299,8.18,78.89,72994,3.6,8744.77,103.5,51489,10367.86,32.1,0,4412,18,450
"333",13,34,0.0189692798388451,"915",20888,113,139427,190000,"河北省",7194,13.22,74.97,28668,3.9,3982.85,103.1,31451,6192.42,42.7,0,1951,88.1,265
"334",14,34,0.0151082759778412,"1051",20888,90,139427,156000,"山西省",3574,10.68,74.92,26283,3.6,3432.71,103,33057,5369.56,38,4,2132,91.7,231
"335",15,34,0.0055397011918751,"1518",20888,33,139427,1183000,"内蒙古自治区",2472,9.3,74.44,47347,3.9,3782.93,103.2,35211,6010.78,33.4,3,1884,84.8,299
"336",21,34,0.0144367970454927,"1587",20888,86,139427,148000,"辽宁省",4375,6.68,76.38,42355,3.6,4732.65,103,34437,7070.37,39.3,29,2671,118.6,296
"337",22,34,0.0062111801242236,"1888",20888,37,139427,187000,"吉林省",2747,7.91,76.18,31599,3.8,4363.89,103.7,29003,6782.36,34.1,9,2716,115.6,228
"338",23,34,0.00604331039113648,"2140",20888,36,139427,469000,"黑龙江省",3833,7.35,75.98,27076,4.3,3966.4,103.9,27735,6116.44,34.9,0,2447,155.6,240
"339",31,34,0.220245089810307,"467",20888,1312,139427,6219,"上海市",2303,7.05,80.26,76074,4.4,14603.24,103.1,66115,13258.32,38.2,0,4300,32.4,450
"340",32,34,0.266912875608528,"173",20888,1590,139427,102658,"江苏省",7869,9.73,76.63,52840,3.2,6554.41,103.8,39772,9209.84,42.1,0,2819,40.9,342
"341",33,34,0.208326338761121,"419",20888,1241,139427,104141,"浙江省",5447,10.27,77.73,51711,3.2,9838.06,103.8,40640,11855.84,38.3,21,2285,8.8,367
"342",35,34,0.0226624139667618,"999",20888,135,139427,120000,"福建省",3693,11.27,75.76,40025,3.8,7764.29,103.2,32340,7668.83,41,113,2144,18.1,218
"343",36,34,0.0127580997146215,"509",20888,76,139427,166900,"江西省",4462,13.72,74.33,21253,3.3,4147.7,103,28363,6005.38,46.6,120,2162,98.1,244
"344",37,34,0.00201443679704549,"660",20888,12,139427,157126,"山东省",9588,11.65,76.46,41106,3.4,4447.73,102.9,33321,7100.66,41.5,0,2202,60.6,286
"345",41,34,0.00100721839852275,"622",20888,6,139427,167000,"河南省",9405,11.52,74.57,24446,3.4,3500.8,103.5,29819,5978.23,36.6,10,1839,141.9,202
"346",42,34,0.000839348665435622,"457",20888,5,139427,187400,"湖北省",5728,10.36,74.87,27906,4.2,4486.39,102.9,31811,6220.02,37.7,24,2906,137.2,252
"347",43,34,0,"771",20888,0,139427,211829,"湖南省",6570,13.1,74.7,24719,4.2,3790.26,103.1,29670,5933.69,36.6,100,2051,145.1,214
"348",44,34,0.00453248279335236,"1268",20888,27,139427,184800,"广东省",10441,11.18,76.49,44736,2.5,7879.17,103.1,40432,7534.48,41.3,50,2037,40,254
"349",45,34,0.000167869733087124,"1626",20888,1,139427,236700,"广西壮族自治区",4610,14.13,75.11,20219,3.7,3772.47,103,30673,5122.78,35,140,1530,57.3,228
"350",46,34,0.00318952492865536,"1868",20888,19,139427,34000,"海南省",869,14.71,76.3,23831,3,8943.45,104.8,30775,5469.21,42.6,3,2036,17.1,250
"351",50,34,0,"1449",20888,0,139427,82400,"重庆市",2885,9.17,75.7,27596,3.9,4733.84,103.2,34727,5500.74,40.6,51,2413,56.9,256
"352",51,34,0,"1860",20888,0,139427,488000,"四川省",8045,8.93,74.75,21182,4.1,4917.88,103.2,32567,5479.54,37.9,197,1790,189.3,210
"353",52,34,0.00100721839852275,"1688",20888,6,139427,170000,"贵州省",3479,13.96,71.1,13119,3.6,3888.78,102.9,30433,3577.42,29.6,123,1109,54.3,212
"354",53,34,0.000671478932348498,"2245",20888,4,139427,394000,"云南省",4602,13.1,69.54,15752,4.2,3635.38,103.7,29195,4526.17,37.3,277,1391,93.1,206
"355",54,34,0,"3836",20888,0,139427,1220000,"西藏自治区",300,15.8,68.17,17027,4,3474.51,102.2,49898,4135.92,25.4,7,1373,4.3,306
"356",61,34,0,"1104",20888,0,139427,205800,"陕西省",3735,9.73,74.68,27133,3.9,4949.2,104,33384,4572.17,38.3,318,3208,84.6,284
"357",62,34,0.000671478932348498,"1685",20888,4,139427,454430,"甘肃省",2560,12.05,72.23,16113,3.2,3318.24,104.1,29096,3525.35,27.1,1821,1882,88.1,189
"358",63,34,0.00520396172570086,"1920",20888,31,139427,721000,"青海省",563,14.94,69.96,24115,3.8,3248.08,105.4,36121,3998.17,29.4,0,1119,23.5,232
"359",64,34,0,"1771",20888,0,139427,66400,"宁夏回族自治区",633,14.14,73.38,26860,4.4,3732.19,104.1,37166,5164.62,38.8,0,1868,20.8,212
"360",65,34,0.00201443679704549,"3609",20888,12,139427,1664897,"新疆维吾尔自治区",2185,15.99,72.35,25034,3.2,3548.79,104.3,32003,5214.87,36.4,13,1467,96,183
"361",11,35,0.0194963444354184,"1981",40025,72,120000,16411,"北京市",1962,7.48,80.18,73856,1.4,16851.95,102.4,65158,11802.82,44.15,0,6196,11.7,430
"362",12,35,0.0113728675873274,"1891",40025,42,120000,11920,"天津市",1299,8.18,78.89,72994,3.6,8744.77,103.5,51489,10367.86,32.1,0,4412,18,450
"363",13,35,0.0192255618738153,"1859",40025,71,120000,190000,"河北省",7194,13.22,74.97,28668,3.9,3982.85,103.1,31451,6192.42,42.7,0,1951,88.1,265
"364",14,35,0.0124559978337395,"1882",40025,46,120000,156000,"山西省",3574,10.68,74.92,26283,3.6,3432.71,103,33057,5369.56,38,4,2132,91.7,231
"365",15,35,0.00460330354725156,"2401",40025,17,120000,1183000,"内蒙古自治区",2472,9.3,74.44,47347,3.9,3782.93,103.2,35211,6010.78,33.4,3,1884,84.8,299
"366",21,35,0.00704034660167885,"2533",40025,26,120000,148000,"辽宁省",4375,6.68,76.38,42355,3.6,4732.65,103,34437,7070.37,39.3,29,2671,118.6,296
"367",22,35,0.00297860817763336,"2831",40025,11,120000,187000,"吉林省",2747,7.91,76.18,31599,3.8,4363.89,103.7,29003,6782.36,34.1,9,2716,115.6,228
"368",23,35,0.0016246953696182,"3083",40025,6,120000,469000,"黑龙江省",3833,7.35,75.98,27076,4.3,3966.4,103.9,27735,6116.44,34.9,0,2447,155.6,240
"369",31,35,0.0427836447332792,"836",40025,158,120000,6219,"上海市",2303,7.05,80.26,76074,4.4,14603.24,103.1,66115,13258.32,38.2,0,4300,32.4,450
"370",32,35,0.0335770376387761,"966",40025,124,120000,102658,"江苏省",7869,9.73,76.63,52840,3.2,6554.41,103.8,39772,9209.84,42.1,0,2819,40.9,342
"371",33,35,0.0208502572434335,"688",40025,77,120000,104141,"浙江省",5447,10.27,77.73,51711,3.2,9838.06,103.8,40640,11855.84,38.3,21,2285,8.8,367
"372",34,35,0.0143514757649607,"999",40025,53,120000,139427,"安徽省",5957,12.7,75.08,20888,3.7,4776.1,103.1,33341,5650.74,37.5,12,1841,84.2,254
"373",36,35,0.0189547793122123,"582",40025,70,120000,166900,"江西省",4462,13.72,74.33,21253,3.3,4147.7,103,28363,6005.38,46.6,120,2162,98.1,244
"374",37,35,0.0016246953696182,"1580",40025,6,120000,157126,"山东省",9588,11.65,76.46,41106,3.4,4447.73,102.9,33321,7100.66,41.5,0,2202,60.6,286
"375",41,35,0,"1452",40025,0,120000,167000,"河南省",9405,11.52,74.57,24446,3.4,3500.8,103.5,29819,5978.23,36.6,10,1839,141.9,202
"376",42,35,0.000541565123206066,"924",40025,2,120000,187400,"湖北省",5728,10.36,74.87,27906,4.2,4486.39,102.9,31811,6220.02,37.7,24,2906,137.2,252
"377",43,35,0.000541565123206066,"967",40025,2,120000,211829,"湖南省",6570,13.1,74.7,24719,4.2,3790.26,103.1,29670,5933.69,36.6,100,2051,145.1,214
"378",44,35,0.0111020850257243,"901",40025,41,120000,184800,"广东省",10441,11.18,76.49,44736,2.5,7879.17,103.1,40432,7534.48,41.3,50,2037,40,254
"379",45,35,0.000541565123206066,"1615",40025,2,120000,236700,"广西壮族自治区",4610,14.13,75.11,20219,3.7,3772.47,103,30673,5122.78,35,140,1530,57.3,228
"380",46,35,0.00893582453290008,"1497",40025,33,120000,34000,"海南省",869,14.71,76.3,23831,3,8943.45,104.8,30775,5469.21,42.6,3,2036,17.1,250
"381",50,35,0.00189547793122123,"1962",40025,7,120000,82400,"重庆市",2885,9.17,75.7,27596,3.9,4733.84,103.2,34727,5500.74,40.6,51,2413,56.9,256
"382",51,35,0.000270782561603033,"2341",40025,1,120000,488000,"四川省",8045,8.93,74.75,21182,4.1,4917.88,103.2,32567,5479.54,37.9,197,1790,189.3,210
"383",52,35,0.00324939073923639,"1756",40025,12,120000,170000,"贵州省",3479,13.96,71.1,13119,3.6,3888.78,102.9,30433,3577.42,29.6,123,1109,54.3,212
"384",53,35,0.00297860817763336,"2478",40025,11,120000,394000,"云南省",4602,13.1,69.54,15752,4.2,3635.38,103.7,29195,4526.17,37.3,277,1391,93.1,206
"385",54,35,0,"4447",40025,0,120000,1220000,"西藏自治区",300,15.8,68.17,17027,4,3474.51,102.2,49898,4135.92,25.4,7,1373,4.3,306
"386",61,35,0.000270782561603033,"1699",40025,1,120000,205800,"陕西省",3735,9.73,74.68,27133,3.9,4949.2,104,33384,4572.17,38.3,318,3208,84.6,284
"387",62,35,0.000541565123206066,"2332",40025,2,120000,454430,"甘肃省",2560,12.05,72.23,16113,3.2,3318.24,104.1,29096,3525.35,27.1,1821,1882,88.1,189
"388",63,35,0.000541565123206066,"2566",40025,2,120000,721000,"青海省",563,14.94,69.96,24115,3.8,3248.08,105.4,36121,3998.17,29.4,0,1119,23.5,232
"389",64,35,0,"2418",40025,0,120000,66400,"宁夏回族自治区",633,14.14,73.38,26860,4.4,3732.19,104.1,37166,5164.62,38.8,0,1868,20.8,212
"390",65,35,0,"4255",40025,0,120000,1664897,"新疆维吾尔自治区",2185,15.99,72.35,25034,3.2,3548.79,104.3,32003,5214.87,36.4,13,1467,96,183
"391",11,36,0.0194979829672792,"1458",21253,87,166900,16411,"北京市",1962,7.48,80.18,73856,1.4,16851.95,102.4,65158,11802.82,44.15,0,6196,11.7,430
"392",12,36,0.00537875392200807,"1406",21253,24,166900,11920,"天津市",1299,8.18,78.89,72994,3.6,8744.77,103.5,51489,10367.86,32.1,0,4412,18,450
"393",13,36,0.00694755714926042,"1278",21253,31,166900,190000,"河北省",7194,13.22,74.97,28668,3.9,3982.85,103.1,31451,6192.42,42.7,0,1951,88.1,265
"394",14,36,0.00717167189601076,"1389",21253,32,166900,156000,"山西省",3574,10.68,74.92,26283,3.6,3432.71,103,33057,5369.56,38,4,2132,91.7,231
"395",15,36,0.00313760645450471,"1906",21253,14,166900,1183000,"内蒙古自治区",2472,9.3,74.44,47347,3.9,3782.93,103.2,35211,6010.78,33.4,3,1884,84.8,299
"396",21,36,0.00403406544150605,"2045",21253,18,166900,148000,"辽宁省",4375,6.68,76.38,42355,3.6,4732.65,103,34437,7070.37,39.3,29,2671,118.6,296
"397",22,36,0.00201703272075303,"2341",21253,9,166900,187000,"吉林省",2747,7.91,76.18,31599,3.8,4363.89,103.7,29003,6782.36,34.1,9,2716,115.6,228
"398",23,36,0.000448229493500672,"2591",21253,2,166900,469000,"黑龙江省",3833,7.35,75.98,27076,4.3,3966.4,103.9,27735,6116.44,34.9,0,2447,155.6,240
"399",31,36,0.0475123263110713,"775",21253,212,166900,6219,"上海市",2303,7.05,80.26,76074,4.4,14603.24,103.1,66115,13258.32,38.2,0,4300,32.4,450
"400",32,36,0.0307037203047961,"632",21253,137,166900,102658,"江苏省",7869,9.73,76.63,52840,3.2,6554.41,103.8,39772,9209.84,42.1,0,2819,40.9,342
"401",33,36,0.14634692962797,"562",21253,653,166900,104141,"浙江省",5447,10.27,77.73,51711,3.2,9838.06,103.8,40640,11855.84,38.3,21,2285,8.8,367
"402",34,36,0.00963693411026446,"509",21253,43,166900,139427,"安徽省",5957,12.7,75.08,20888,3.7,4776.1,103.1,33341,5650.74,37.5,12,1841,84.2,254
"403",35,36,0.125952487673689,"582",21253,562,166900,120000,"福建省",3693,11.27,75.76,40025,3.8,7764.29,103.2,32340,7668.83,41,113,2144,18.1,218
"404",37,36,0.000224114746750336,"1095",21253,1,166900,157126,"山东省",9588,11.65,76.46,41106,3.4,4447.73,102.9,33321,7100.66,41.5,0,2202,60.6,286
"405",41,36,0,"961",21253,0,166900,167000,"河南省",9405,11.52,74.57,24446,3.4,3500.8,103.5,29819,5978.23,36.6,10,1839,141.9,202
"406",42,36,0.000448229493500672,"434",21253,2,166900,187400,"湖北省",5728,10.36,74.87,27906,4.2,4486.39,102.9,31811,6220.02,37.7,24,2906,137.2,252
"407",43,36,0.00112057373375168,"453",21253,5,166900,211829,"湖南省",6570,13.1,74.7,24719,4.2,3790.26,103.1,29670,5933.69,36.6,100,2051,145.1,214
"408",44,36,0.0398924249215598,"835",21253,178,166900,184800,"广东省",10441,11.18,76.49,44736,2.5,7879.17,103.1,40432,7534.48,41.3,50,2037,40,254
"409",45,36,0.00224114746750336,"1185",21253,10,166900,236700,"广西壮族自治区",4610,14.13,75.11,20219,3.7,3772.47,103,30673,5122.78,35,140,1530,57.3,228
"410",46,36,0.0147915732855222,"1426",21253,66,166900,34000,"海南省",869,14.71,76.3,23831,3,8943.45,104.8,30775,5469.21,42.6,3,2036,17.1,250
"411",50,36,0.000448229493500672,"1400",21253,2,166900,82400,"重庆市",2885,9.17,75.7,27596,3.9,4733.84,103.2,34727,5500.74,40.6,51,2413,56.9,256
"412",51,36,0.000672344240251008,"1844",21253,3,166900,488000,"四川省",8045,8.93,74.75,21182,4.1,4917.88,103.2,32567,5479.54,37.9,197,1790,189.3,210
"413",52,36,0.00201703272075303,"1242",21253,9,166900,170000,"贵州省",3479,13.96,71.1,13119,3.6,3888.78,102.9,30433,3577.42,29.6,123,1109,54.3,212
"414",53,36,0.00336172120125504,"1822",21253,15,166900,394000,"云南省",4602,13.1,69.54,15752,4.2,3635.38,103.7,29195,4526.17,37.3,277,1391,93.1,206
"415",54,36,0,"3885",21253,0,166900,1220000,"西藏自治区",300,15.8,68.17,17027,4,3474.51,102.2,49898,4135.92,25.4,7,1373,4.3,306
"416",61,36,0,"1205",21253,0,166900,205800,"陕西省",3735,9.73,74.68,27133,3.9,4949.2,104,33384,4572.17,38.3,318,3208,84.6,284
"417",62,36,0.00201703272075303,"1835",21253,9,166900,454430,"甘肃省",2560,12.05,72.23,16113,3.2,3318.24,104.1,29096,3525.35,27.1,1821,1882,88.1,189
"418",63,36,0.00134468848050202,"2068",21253,6,166900,721000,"青海省",563,14.94,69.96,24115,3.8,3248.08,105.4,36121,3998.17,29.4,0,1119,23.5,232
"419",64,36,0,"1921",21253,0,166900,66400,"宁夏回族自治区",633,14.14,73.38,26860,4.4,3732.19,104.1,37166,5164.62,38.8,0,1868,20.8,212
"420",65,36,0,"3647",21253,0,166900,1664897,"新疆维吾尔自治区",2185,15.99,72.35,25034,3.2,3548.79,104.3,32003,5214.87,36.4,13,1467,96,183
"421",11,37,0.053921568627451,"421",41106,517,157126,16411,"北京市",1962,7.48,80.18,73856,1.4,16851.95,102.4,65158,11802.82,44.15,0,6196,11.7,430
"422",12,37,0.0989778890279516,"332",41106,949,157126,11920,"天津市",1299,8.18,78.89,72994,3.6,8744.77,103.5,51489,10367.86,32.1,0,4412,18,450
"423",13,37,0.0180433875677931,"300",41106,173,157126,190000,"河北省",7194,13.22,74.97,28668,3.9,3982.85,103.1,31451,6192.42,42.7,0,1951,88.1,265
"424",14,37,0.00615352523988319,"509",41106,59,157126,156000,"山西省",3574,10.68,74.92,26283,3.6,3432.71,103,33057,5369.56,38,4,2132,91.7,231
"425",15,37,0.00896954526491448,"902",41106,86,157126,1183000,"内蒙古自治区",2472,9.3,74.44,47347,3.9,3782.93,103.2,35211,6010.78,33.4,3,1884,84.8,299
"426",21,37,0.020546516478932,"978",41106,197,157126,148000,"辽宁省",4375,6.68,76.38,42355,3.6,4732.65,103,34437,7070.37,39.3,29,2671,118.6,296
"427",22,37,0.012828535669587,"1272",41106,123,157126,187000,"吉林省",2747,7.91,76.18,31599,3.8,4363.89,103.7,29003,6782.36,34.1,9,2716,115.6,228
"428",23,37,0.0112640801001252,"1524",41106,108,157126,469000,"黑龙江省",3833,7.35,75.98,27076,4.3,3966.4,103.9,27735,6116.44,34.9,0,2447,155.6,240
"429",31,37,0.0206508135168961,"839",41106,198,157126,6219,"上海市",2303,7.05,80.26,76074,4.4,14603.24,103.1,66115,13258.32,38.2,0,4300,32.4,450
"430",32,37,0.0327492699207343,"663",41106,314,157126,102658,"江苏省",7869,9.73,76.63,52840,3.2,6554.41,103.8,39772,9209.84,42.1,0,2819,40.9,342
"431",33,37,0.00771798080934501,"929",41106,74,157126,104141,"浙江省",5447,10.27,77.73,51711,3.2,9838.06,103.8,40640,11855.84,38.3,21,2285,8.8,367
"432",34,37,0.00250312891113892,"660",41106,24,157126,139427,"安徽省",5957,12.7,75.08,20888,3.7,4776.1,103.1,33341,5650.74,37.5,12,1841,84.2,254
"433",35,37,0.00177304964539007,"1580",41106,17,157126,120000,"福建省",3693,11.27,75.76,40025,3.8,7764.29,103.2,32340,7668.83,41,113,2144,18.1,218
"434",36,37,0.00135586149353358,"1095",41106,13,157126,166900,"江西省",4462,13.72,74.33,21253,3.3,4147.7,103,28363,6005.38,46.6,120,2162,98.1,244
"435",41,37,0,"495",41106,0,157126,167000,"河南省",9405,11.52,74.57,24446,3.4,3500.8,103.5,29819,5978.23,36.6,10,1839,141.9,202
"436",42,37,0,"919",41106,0,157126,187400,"湖北省",5728,10.36,74.87,27906,4.2,4486.39,102.9,31811,6220.02,37.7,24,2906,137.2,252
"437",43,37,0,"1209",41106,0,157126,211829,"湖南省",6570,13.1,74.7,24719,4.2,3790.26,103.1,29670,5933.69,36.6,100,2051,145.1,214
"438",44,37,0.000938673341677096,"1887",41106,9,157126,184800,"广东省",10441,11.18,76.49,44736,2.5,7879.17,103.1,40432,7534.48,41.3,50,2037,40,254
"439",45,37,0.000104297037964122,"2122",41106,1,157126,236700,"广西壮族自治区",4610,14.13,75.11,20219,3.7,3772.47,103,30673,5122.78,35,140,1530,57.3,228
"440",46,37,0.000208594075928244,"2480",41106,2,157126,34000,"海南省",869,14.71,76.3,23831,3,8943.45,104.8,30775,5469.21,42.6,3,2036,17.1,250
"441",50,37,0,"1799",41106,0,157126,82400,"重庆市",2885,9.17,75.7,27596,3.9,4733.84,103.2,34727,5500.74,40.6,51,2413,56.9,256
"442",51,37,0.000312891113892365,"1751",41106,3,157126,488000,"四川省",8045,8.93,74.75,21182,4.1,4917.88,103.2,32567,5479.54,37.9,197,1790,189.3,210
"443",52,37,0.000104297037964122,"1934",41106,1,157126,170000,"贵州省",3479,13.96,71.1,13119,3.6,3888.78,102.9,30433,3577.42,29.6,123,1109,54.3,212
"444",53,37,0.000208594075928244,"2514",41106,2,157126,394000,"云南省",4602,13.1,69.54,15752,4.2,3635.38,103.7,29195,4526.17,37.3,277,1391,93.1,206
"445",54,37,0,"3726",41106,0,157126,1220000,"西藏自治区",300,15.8,68.17,17027,4,3474.51,102.2,49898,4135.92,25.4,7,1373,4.3,306
"446",61,37,0,"951",41106,0,157126,205800,"陕西省",3735,9.73,74.68,27133,3.9,4949.2,104,33384,4572.17,38.3,318,3208,84.6,284
"447",62,37,0,"1612",41106,0,157126,454430,"甘肃省",2560,12.05,72.23,16113,3.2,3318.24,104.1,29096,3525.35,27.1,1821,1882,88.1,189
"448",63,37,0.000730079265748853,"1810",41106,7,157126,721000,"青海省",563,14.94,69.96,24115,3.8,3248.08,105.4,36121,3998.17,29.4,0,1119,23.5,232
"449",64,37,0,"1238",41106,0,157126,66400,"宁夏回族自治区",633,14.14,73.38,26860,4.4,3732.19,104.1,37166,5164.62,38.8,0,1868,20.8,212
"450",65,37,0.000938673341677096,"3316",41106,9,157126,1664897,"新疆维吾尔自治区",2185,15.99,72.35,25034,3.2,3548.79,104.3,32003,5214.87,36.4,13,1467,96,183
"451",11,41,0.0657097288676236,"695",24446,618,167000,16411,"北京市",1962,7.48,80.18,73856,1.4,16851.95,102.4,65158,11802.82,44.15,0,6196,11.7,430
"452",12,41,0.055077086656034,"711",24446,518,167000,11920,"天津市",1299,8.18,78.89,72994,3.6,8744.77,103.5,51489,10367.86,32.1,0,4412,18,450
"453",13,41,0.0294524189261031,"418",24446,277,167000,190000,"河北省",7194,13.22,74.97,28668,3.9,3982.85,103.1,31451,6192.42,42.7,0,1951,88.1,265
"454",14,41,0.0307283359914939,"437",24446,289,167000,156000,"山西省",3574,10.68,74.92,26283,3.6,3432.71,103,33057,5369.56,38,4,2132,91.7,231
"455",15,41,0.00691121743753323,"955",24446,65,167000,1183000,"内蒙古自治区",2472,9.3,74.44,47347,3.9,3782.93,103.2,35211,6010.78,33.4,3,1884,84.8,299
"456",21,41,0.0148856990962254,"1368",24446,140,167000,148000,"辽宁省",4375,6.68,76.38,42355,3.6,4732.65,103,34437,7070.37,39.3,29,2671,118.6,296
"457",22,41,0.00361509835194046,"1662",24446,34,167000,187000,"吉林省",2747,7.91,76.18,31599,3.8,4363.89,103.7,29003,6782.36,34.1,9,2716,115.6,228
"458",23,41,0.0026581605528974,"1914",24446,25,167000,469000,"黑龙江省",3833,7.35,75.98,27076,4.3,3966.4,103.9,27735,6116.44,34.9,0,2447,155.6,240
"459",31,41,0.034662413609782,"943",24446,326,167000,6219,"上海市",2303,7.05,80.26,76074,4.4,14603.24,103.1,66115,13258.32,38.2,0,4300,32.4,450
"460",32,41,0.0710260499734184,"666",24446,668,167000,102658,"江苏省",7869,9.73,76.63,52840,3.2,6554.41,103.8,39772,9209.84,42.1,0,2819,40.9,342
"461",33,41,0.0596491228070175,"941",24446,561,167000,104141,"浙江省",5447,10.27,77.73,51711,3.2,9838.06,103.8,40640,11855.84,38.3,21,2285,8.8,367
"462",34,41,0.00861244019138756,"622",24446,81,167000,139427,"安徽省",5957,12.7,75.08,20888,3.7,4776.1,103.1,33341,5650.74,37.5,12,1841,84.2,254
"463",35,41,0.0157363104731526,"1452",24446,148,167000,120000,"福建省",3693,11.27,75.76,40025,3.8,7764.29,103.2,32340,7668.83,41,113,2144,18.1,218
"464",36,41,0.00489101541733121,"961",24446,46,167000,166900,"江西省",4462,13.72,74.33,21253,3.3,4147.7,103,28363,6005.38,46.6,120,2162,98.1,244
"465",37,41,0.00127591706539075,"495",24446,12,167000,157126,"山东省",9588,11.65,76.46,41106,3.4,4447.73,102.9,33321,7100.66,41.5,0,2202,60.6,286
"466",42,41,0.00382775119617225,"569",24446,36,167000,187400,"湖北省",5728,10.36,74.87,27906,4.2,4486.39,102.9,31811,6220.02,37.7,24,2906,137.2,252
"467",43,41,0,"853",24446,0,167000,211829,"湖南省",6570,13.1,74.7,24719,4.2,3790.26,103.1,29670,5933.69,36.6,100,2051,145.1,214
"468",44,41,0.0167995746943115,"1516",24446,158,167000,184800,"广东省",10441,11.18,76.49,44736,2.5,7879.17,103.1,40432,7534.48,41.3,50,2037,40,254
"469",45,41,0.000106326422115896,"1708",24446,1,167000,236700,"广西壮族自治区",4610,14.13,75.11,20219,3.7,3772.47,103,30673,5122.78,35,140,1530,57.3,228
"470",46,41,0.00350877192982456,"2108",24446,33,167000,34000,"海南省",869,14.71,76.3,23831,3,8943.45,104.8,30775,5469.21,42.6,3,2036,17.1,250
"471",50,41,0.000106326422115896,"1326",24446,1,167000,82400,"重庆市",2885,9.17,75.7,27596,3.9,4733.84,103.2,34727,5500.74,40.6,51,2413,56.9,256
"472",51,41,0.000212652844231792,"1278",24446,2,167000,488000,"四川省",8045,8.93,74.75,21182,4.1,4917.88,103.2,32567,5479.54,37.9,197,1790,189.3,210
"473",52,41,0.000850611376927166,"1544",24446,8,167000,170000,"贵州省",3479,13.96,71.1,13119,3.6,3888.78,102.9,30433,3577.42,29.6,123,1109,54.3,212
"474",53,41,0.000744284954811271,"2100",24446,7,167000,394000,"云南省",4602,13.1,69.54,15752,4.2,3635.38,103.7,29195,4526.17,37.3,277,1391,93.1,206
"475",54,41,0,"3254",24446,0,167000,1220000,"西藏自治区",300,15.8,68.17,17027,4,3474.51,102.2,49898,4135.92,25.4,7,1373,4.3,306
"476",61,41,0.000531632110579479,"478",24446,5,167000,205800,"陕西省",3735,9.73,74.68,27133,3.9,4949.2,104,33384,4572.17,38.3,318,3208,84.6,284
"477",62,41,0.00148856990962254,"1103",24446,14,167000,454430,"甘肃省",2560,12.05,72.23,16113,3.2,3318.24,104.1,29096,3525.35,27.1,1821,1882,88.1,189
"478",63,41,0.00361509835194046,"1338",24446,34,167000,721000,"青海省",563,14.94,69.96,24115,3.8,3248.08,105.4,36121,3998.17,29.4,0,1119,23.5,232
"479",64,41,0,"1189",24446,0,167000,66400,"宁夏回族自治区",633,14.14,73.38,26860,4.4,3732.19,104.1,37166,5164.62,38.8,0,1868,20.8,212
"480",65,41,0.00808080808080808,"3027",24446,76,167000,1664897,"新疆维吾尔自治区",2185,15.99,72.35,25034,3.2,3548.79,104.3,32003,5214.87,36.4,13,1467,96,183
"481",11,42,0.0331703910614525,"1171",27906,190,187400,16411,"北京市",1962,7.48,80.18,73856,1.4,16851.95,102.4,65158,11802.82,44.15,0,6196,11.7,430
"482",12,42,0.022695530726257,"1187",27906,130,187400,11920,"天津市",1299,8.18,78.89,72994,3.6,8744.77,103.5,51489,10367.86,32.1,0,4412,18,450
"483",13,42,0.0167597765363128,"955",27906,96,187400,190000,"河北省",7194,13.22,74.97,28668,3.9,3982.85,103.1,31451,6192.42,42.7,0,1951,88.1,265
"484",14,42,0.0148393854748603,"997",27906,85,187400,156000,"山西省",3574,10.68,74.92,26283,3.6,3432.71,103,33057,5369.56,38,4,2132,91.7,231
"485",15,42,0.00296787709497207,"1514",27906,17,187400,1183000,"内蒙古自治区",2472,9.3,74.44,47347,3.9,3782.93,103.2,35211,6010.78,33.4,3,1884,84.8,299
"486",21,42,0.00750698324022346,"1827",27906,43,187400,148000,"辽宁省",4375,6.68,76.38,42355,3.6,4732.65,103,34437,7070.37,39.3,29,2671,118.6,296
"487",22,42,0.00401536312849162,"2137",27906,23,187400,187000,"吉林省",2747,7.91,76.18,31599,3.8,4363.89,103.7,29003,6782.36,34.1,9,2716,115.6,228
"488",23,42,0.00558659217877095,"2389",27906,32,187400,469000,"黑龙江省",3833,7.35,75.98,27076,4.3,3966.4,103.9,27735,6116.44,34.9,0,2447,155.6,240
"489",31,42,0.0253142458100559,"908",27906,145,187400,6219,"上海市",2303,7.05,80.26,76074,4.4,14603.24,103.1,66115,13258.32,38.2,0,4300,32.4,450
"490",32,42,0.0394553072625698,"614",27906,226,187400,102658,"江苏省",7869,9.73,76.63,52840,3.2,6554.41,103.8,39772,9209.84,42.1,0,2819,40.9,342
"491",33,42,0.0659916201117318,"860",27906,378,187400,104141,"浙江省",5447,10.27,77.73,51711,3.2,9838.06,103.8,40640,11855.84,38.3,21,2285,8.8,367
