q101d1
21
44
42
14
36
41
51
41
23
41
61
13
14
37
37
41
13
51
14
61
34
41
34
41
42
51
21
35
13
37
41
15
13
46
35
41
34
14
34
13
41
14
12
52
13
51
21
37
13
13
15
34
34
13
51
41
22
41
21
34
13
14
13
41
23
62
41
37
42
13
13
37
41
15
41
13
41
13
37
13
22
23
13
12
65
41
62
42
13
41
22
13
34
13
41
14
22
34
62
14
41
15
13
37
23
13
37
13
37
61
13
37
34
13
13
13
13
14
13
37
37
33
21
13
23
44
61
32
33
13
61
13
32
35
15
37
42
41
23
13
37
32
43
42
13
13
37
41
36
21
12
22
62
41
13
34
13
13
41
37
41
13
41
21
36
52
13
14
15
65
22
23
22
53
13
36
37
23
13
15
33
21
37
42
13
41
33
14
34
42
23
42
61
42
42
23
23
33
33
23
37
13
13
41
45
61
41
13
51
34
13
41
34
41
34
34
32
14
23
41
13
23
41
37
13
13
42
42
42
41
23
41
42
14
34
13
13
41
34
34
43
37
21
37
37
37
37
37
61
51
13
37
13
13
37
13
13
13
23
21
37
14
41
14
23
14
13
13
13
43
43
13
14
14
23
41
22
14
13
41
34
13
50
23
50
14
13
37
34
13
13
41
34
23
41
41
37
44
51
51
42
41
41
51
51
42
36
36
41
43
13
13
13
51
41
36
36
13
12
37
34
37
21
12
37
23
13
32
13
13
13
41
14
23
61
61
34
13
42
13
34
34
34
34
34
34
14
12
13
13
41
37
13
43
43
15
13
42
42
13
13
13
13
13
61
13
62
13
13
13
13
13
14
62
13
37
13
62
13
44
37
51
23
34
34
23
61
22
41
13
13
14
13
15
37
21
34
15
15
33
22
37
21
65
37
22
13
35
13
51
43
65
37
37
33
37
14
13
41
34
34
34
34
51
34
41
41
22
51
21
51
34
51
21
21
12
23
14
41
13
36
42
13
51
51
32
32
42
42
51
14
42
13
36
51
42
13
42
42
37
37
37
13
15
13
14
13
34
62
13
45
14
15
34
51
22
37
37
37
14
12
62
13
13
41
37
51
41
14
41
41
14
41
62
37
37
41
62
15
41
21
13
13
13
41
13
13
14
37
41
23
34
51
13
42
13
13
13
13
22
61
37
13
22
37
41
32
23
13
13
41
22
13
41
41
12
22
41
15
41
41
62
41
42
41
14
41
41
42
41
13
34
41
41
23
41
41
34
41
37
42
13
13
13
13
41
41
62
62
62
41
42
14
14
37
33
41
51
32
14
13
44
37
41
34
41
13
15
34
41
41
14
34
34
37
42
13
37
34
34
37
37
41
42
41
13
41
34
41
41
23
62
37
35
13
41
22
35
37
23
41
37
41
36
36
35
35
35
22
23
13
41
41
41
41
41
51
42
42
13
21
13
62
36
13
13
21
21
37
13
15
41
42
41
13
13
37
41
13
41
37
41
14
22
13
37
37
13
36
33
34
13
13
41
36
34
36
13
36
13
37
51
61
32
21
32
13
13
41
13
32
14
34
34
41
41
41
13
41
13
12
41
65
42
61
42
43
13
21
61
13
21
23
41
37
42
62
14
36
22
37
22
50
23
23
12
62
21
21
23
14
12
32
12
37
15
44
61
23
52
34
41
61
14
33
34
13
61
34
34
34
34
34
13
34
34
34
33
34
22
34
14
23
36
14
13
37
36
41
41
36
13
34
14
34
41
14
41
41
23
62
23
37
50
41
41
62
41
61
41
41
62
41
14
14
14
42
35
50
42
34
14
41
41
36
36
52
13
37
43
13
13
51
51
51
36
36
14
37
41
51
13
51
51
36
43
13
61
61
13
36
37
13
23
22
15
22
33
51
51
51
51
51
51
51
42
51
51
51
51
51
51
51
51
41
41
42
36
13
34
14
23
34
50
50
34
50
34
61
34
34
41
50
41
34
34
34
21
33
15
13
23
36
13
34
13
51
41
37
13
36
32
51
34
41
32
51
36
42
34
42
35
13
34
34
37
51
51
34
52
43
52
52
34
35
35
41
51
62
14
14
43
41
33
33
13
23
34
33
41
15
33
33
13
33
15
34
36
41
36
41
14
15
50
32
41
41
37
36
13
41
41
51
43
34
12
37
21
41
37
13
37
22
33
61
23
13
37
61
37
62
22
62
12
23
43
13
23
23
34
13
15
35
37
14
41
44
13
35
36
41
33
42
33
22
14
21
37
34
34
34
34
34
13
13
13
34
52
13
34
35
34
13
13
34
34
13
62
52
22
23
35
33
37
23
37
42
21
33
43
13
13
43
41
35
13
34
21
15
33
23
21
35
13
62
51
34
15
37
35
42
44
13
41
35
13
21
23
33
13
33
22
33
14
33
35
34
33
37
13
36
33
12
33
34
33
13
21
22
37
35
37
13
41
35
42
13
42
21
37
37
14
37
37
15
45
37
13
37
41
41
62
13
13
23
13
21
13
37
22
41
13
42
42
42
13
13
41
13
23
14
34
43
13
36
42
15
13
14
52
21
62
41
13
13
13
37
21
37
14
13
41
13
41
14
41
43
14
13
42
13
62
14
14
13
62
41
41
13
13
35
23
33
41
23
63
13
62
51
37
21
37
12
23
61
33
32
42
13
37
42
51
32
32
14
35
13
13
45
33
13
13
41
41
41
51
41
43
32
62
37
44
13
15
41
62
34
35
44
32
13
37
51
13
41
41
35
61
37
37
41
41
41
23
13
14
35
23
13
41
13
33
23
41
41
33
42
13
13
61
51
13
13
13
51
13
37
22
14
23
43
41
14
37
50
41
37
41
32
15
15
42
41
51
14
51
51
13
41
62
32
15
51
13
34
13
37
13
14
61
41
43
37
43
15
13
37
51
41
13
13
34
32
37
13
13
34
32
13
51
42
41
37
61
21
42
14
41
41
13
43
33
51
36
41
13
51
13
42
36
36
13
37
37
13
37
37
33
32
37
41
42
13
13
41
37
13
34
14
61
42
51
36
13
32
13
13
37
15
41
62
41
13
41
34
13
62
13
42
13
13
42
13
13
13
43
36
41
15
15
37
42
41
41
14
14
23
13
41
41
13
13
37
42
14
34
37
36
35
37
43
41
13
61
13
21
13
34
41
13
13
13
34
13
21
65
23
62
41
13
13
43
36
34
32
13
23
52
21
13
41
37
41
21
21
51
41
15
13
37
62
62
41
34
23
41
41
51
41
23
53
22
13
50
41
21
23
34
13
41
13
50
13
13
41
41
12
41
13
62
37
13
13
41
51
34
41
13
14
13
41
22
41
41
50
21
13
41
37
23
23
13
34
23
12
31
14
41
23
13
41
37
15
36
37
42
15
41
32
62
34
41
34
62
41
51
31
61
14
43
22
33
32
61
51
41
32
61
13
41
15
61
51
13
51
51
15
41
50
37
34
41
41
42
34
46
37
21
13
34
13
44
43
13
62
61
37
51
61
22
36
41
34
42
13
51
12
13
41
37
41
37
23
37
42
45
42
34
37
34
41
37
14
51
41
13
35
41
13
62
13
62
37
23
37
50
45
37
51
34
13
13
37
14
13
36
62
33
51
51
34
15
41
41
41
14
41
61
13
34
37
50
22
41
41
13
34
41
15
51
51
13
32
51
13
37
13
13
15
37
15
21
41
51
13
15
65
41
41
13
62
21
34
41
13
41
43
21
36
41
13
51
13
13
51
41
13
41
41
45
22
32
41
36
41
34
44
61
34
64
42
32
65
32
32
13
37
37
43
42
13
41
34
13
15
37
32
37
41
37
32
36
13
41
34
41
23
51
14
23
14
37
23
15
13
41
34
23
35
13
37
41
15
13
35
33
62
23
62
23
22
14
41
34
33
23
37
23
37
41
37
23
37
61
34
42
21
51
34
13
41
34
32
37
41
13
13
42
61
51
41
61
41
37
41
61
37
41
62
62
14
13
15
13
14
12
43
21
37
41
41
13
42
46
37
14
41
36
41
32
23
23
23
