X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
GDPPP,Rate,0.45914,0.37277547,0.06086999,0.45914,2.5849626,-0.29387844
