desGDP
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
81658
