gbcode,q101a1,q101b1,q101c1,q101d1,q101e1,q101f1,q101g1,q101h1,q101i1,q101j1,q101k1,q101l1,q101m1,q101a2,q101a3,q101a4,q101a5,q101a6,q201,q202,q203,q204,q205,q206,q207,q208,q209,q211,q212,q213,q301,q302,q304,q305,q306,q307,q308,q309,q310,q311,q312,q313,q314,q315,q316
310105,1,1,196805,35,1,4,2,2,1,1,1,2001,1,2,3,,,,2001,1,6,42,12,3,1000,7,15,6,2,,199605,1,1,1,,,,,,,,,,,
310105,1,2,198308,42,1,7,1,2,1,1,1,2011,1,2,,,,,2007,1,9,30,6,1,3000,5,8,2,3,,201108,0,,,2,,,,,0,3,3,1,2,1
310105,1,2,198508,34,1,7,2,1,1,1,1,2008,1,,,,,,2008,1,9,30,6,1,4000,5,8,2,3,,,,,,,,,,,,,,,,
310105,1,2,198412,34,1,7,2,1,1,1,1,2007,1,,,,,,2007,1,15,30,6,1,4500,5.5,9,4,2,,,,,,,,,,,,,,,,
310105,1,2,198405,22,14,7,2,1,1,1,1,2010,1,,,,,,2010,1,9,30,6,1,4000,5,8,2,2,,,,,,,,,,,,,,,,
310105,1,2,196104,33,1,3,2,2,7,1,1,2011,1,2,3,,,,2011,5,,,,,,,,2,2,,198203,1,1,1,,,,,,,,,,,
310105,1,1,197408,34,1,3,1,2,1,1,1,1996,1,2,3,3,3,,1996,1,15,41,12,3,4000,7,8,7,2,,199602,3,,,,,,,,,,,,,
310105,1,2,196711,34,1,3,1,2,5,1,1,1996,1,2,3,3,,,1996,4,,,,,,,,1,2,,198809,2,,,1,199812,2,2,2,0,2,2,2,4,1
310105,1,2,196101,36,1,4,2,2,7,1,1,2009,1,2,3,,,,2009,5,,,,,,,,7,2,,198501,1,2,,,,,,,,,,,,
310105,1,2,196211,34,1,2,1,2,1,1,1,2000,1,2,3,3,,,2000,1,15,44,12,1,1500,6,5,7,2,,198302,2,,,1,198901,3,1,2,0,3,3,1,2,1
310105,1,2,195808,41,1,2,2,5,1,1,1,2010,1,3,,,,,2009,1,11,45,6,1,2000,6,4,4,2,,197812,1,1,1,,,,,,,,,,,
310105,1,2,195607,41,1,2,2,4,7,1,1,2011,1,3,,,,,2011,5,,,,,,,,2,2,,198001,1,1,1,,,,,,,,,,,
310105,1,1,197208,44,1,8,2,2,1,1,1,2009,1,2,3,,,,1990,1,10,20,6,1,50000,4.5,8,2,1,1,199809,1,1,1,,,,,,,,,,,
310105,1,2,198703,32,1,6,2,1,1,1,1,2009,1,,,,,,2005,1,10,48,6,1,14000,6,10,1,1,3,,,,,,,,,,,,,,,
310105,1,2,198409,34,1,7,2,2,1,1,1,2006,1,2,,,,,2006,1,10,30,6,1,3000,5,8,1,1,2,201201,0,2,,2,,,,,0,3,2,2,4,1
310105,1,1,198509,35,1,6,1,2,1,1,1,2010,2,2,,,,,2005,1,10,20,10,1,7000,5,8,1,1,3,201202,0,2,,,,,,,,,,,,
310105,1,2,199006,35,1,6,2,1,1,1,1,2007,1,,,,,,2007,1,10,48,6,1,7000,4,10,1,1,2,,,,,,,,,,,,,,,
310105,1,2,198112,32,1,4,1,1,1,1,1,2004,1,,,,,,2004,1,10,48,6,1,4000,5.5,8,1,1,3,,,,,,,,,,,,,,,
310105,1,2,197012,32,1,1,1,2,1,1,1,2008,2,2,3,,,,2008,1,7,43,6,1,1800,5,8,1,1,1,199004,1,1,2,1,199205,3,1,1,0,1,1,2,4,2
310105,1,2,198706,13,1,6,1,1,1,1,1,2009,2,,,,,,2007,1,7,20,6,1,2600,5,8,1,1,3,,,,,,,,,,,,,,,
310105,1,1,198410,42,1,6,2,2,1,1,1,2011,2,2,,,,,2006,1,13,20,6,1,5000,5,8,1,1,2,201105,0,,,,,,,,,,,,,
310105,1,1,198606,32,1,7,2,1,1,1,1,2009,2,,,,,,2005,1,10,48,6,1,2500,5,8,1,2,,,,,,,,,,,,,,,,
310105,1,1,198711,43,1,7,1,1,1,1,1,2007,1,,,,,,2007,1,10,48,6,1,3000,5,8,1,1,1,,,,,,,,,,,,,,,
310105,1,2,198907,21,1,4,1,1,1,1,1,2009,2,,,,,,2009,1,7,43,6,1,1700,6,8,2,2,,,,,,,,,,,,,,,,
310105,1,2,199510,51,1,5,1,1,6,1,1,2011,2,,,,,,2011,3,,,,,,,,1,2,,,,,,,,,,,,,,,,
310105,1,2,198807,32,1,7,2,1,1,1,1,2011,1,,,,,,2011,1,10,62,2,1,3500,5.5,8,2,1,2,,,,,,,,,,,,,,,
310105,1,1,197811,36,1,4,2,1,1,1,1,2006,1,,,,,,2006,1,6,41,5,3,3500,5,8,2,2,,,,,,,,,,,,,,,,
310105,1,1,197511,44,1,7,2,2,1,1,1,2006,1,2,,,,,2006,1,10,20,10,1,15000,5,8,1,1,3,201002,0,,,,,,,,,,,,,
310105,1,2,198506,34,1,7,2,1,1,1,1,2008,1,,,,,,2008,1,1,20,6,1,6000,5,8,1,1,3,,,,,,,,,,,,,,,
310105,1,1,198203,42,1,8,2,1,1,1,1,2008,1,,,,,,2006,1,10,62,3,1,7000,5,8,2,1,1,,,,,,,,,,,,,,,
310105,1,1,197807,34,1,4,1,1,1,1,1,1995,1,,,,,,1995,1,9,48,3,1,10000,5,8,1,2,,,,,,,,,,,,,,,,
310105,1,2,198910,34,1,5,1,2,5,1,1,2012,2,2,3,,,,2005,4,,,,,,,,2,2,,201102,1,2,,1,201203,7,2,6,0,2,2,1,2,1
310105,1,1,196701,34,1,3,2,2,1,1,1,2008,1,2,3,3,,,2008,1,4,41,5,3,5000,7,8,7,2,,198711,2,,,,,,,,,,,,,
310105,1,1,196401,35,1,3,1,2,1,1,1,2010,1,2,3,,,,1997,1,7,43,5,3,2000,7,15,2,2,,198401,1,2,,,,,,,,,,,,
310105,1,1,198109,11,1,7,2,2,1,1,1,2010,1,2,3,,,,2009,1,1,20,3,1,6000,7,11,2,1,2,201002,1,2,,,,,,,,,,,,
310105,1,1,198212,32,1,6,2,2,1,1,1,2003,1,2,3,,,,2003,1,15,48,6,1,10000,5,8,2,1,2,200802,1,2,,,,,,,,,,,,
310105,1,1,197809,22,14,5,2,2,1,1,1,2005,1,2,,,,,2005,1,1,48,6,1,15000,5,8,2,2,,200910,0,2,,,,,,,,,,,,
310105,1,1,196404,36,1,3,1,2,1,1,1,2006,1,2,3,3,,,2006,1,10,48,5,1,1500,7,6,2,2,,198501,2,,,,,,,,,,,,,
310105,1,2,199303,41,1,3,1,1,1,1,1,2007,1,,,,,,2007,1,1,48,5,1,4500,5,8,2,2,,,,,,,,,,,,,,,,
310105,1,2,198912,34,1,4,1,1,1,1,1,2010,1,5,5,,,,2010,1,6,48,3,1,2500,6,8,2,1,2,,,,,,,,,,,,,,,
310105,1,2,197812,32,1,3,1,2,1,1,1,2009,1,2,3,,,,2009,1,7,44,12,4,3000,7,12,2,2,,200310,1,2,,1,200702,3,1,2,0,3,3,2,2,1
310105,1,2,198009,34,1,4,1,2,1,1,1,2009,1,2,3,6,6,,2008,1,8,20,6,1,3000,6,10,2,2,,200912,1,2,,1,201101,7,1,1,0,2,2,2,4,1
310105,1,2,198409,37,1,5,1,2,5,1,1,2012,1,2,3,3,,,2004,4,,,,,,,,2,2,,200508,2,,,1,200905,7,2,1,0,2,2,2,2,1
310105,1,2,197403,37,1,3,1,2,1,1,1,2000,1,2,3,,,,1994,1,8,48,2,1,2000,5,8,4,1,2,200202,1,2,,2,,,,,0,1,3,1,2,1
310105,1,2,198201,37,1,5,1,2,1,1,1,2000,1,2,,,,,2000,1,9,48,6,1,2500,5,8,7,1,2,200703,0,2,,2,,,,,0,1,1,1,2,1
310105,1,1,198204,50,1,5,1,2,1,1,1,2005,1,2,,,,,2005,1,8,48,5,1,3500,5,8,1,1,2,200804,0,2,,,,,,,,,,,,
310105,1,2,197503,34,1,2,1,2,5,1,1,2008,1,2,3,,,,2005,4,,,,,,,,2,2,,200108,1,1,2,2,,,,,0,2,2,1,2,1
310105,1,2,197705,36,1,4,2,2,5,1,1,2005,1,2,3,3,,,1996,4,,,,,,,,7,1,2,200308,2,,,2,,,,,0,3,3,2,4,1
310105,1,2,197809,34,1,7,2,2,1,1,1,2010,1,2,,,,,2005,1,9,48,6,1,1800,6,6,2,2,,201107,0,2,,2,,,,,0,2,2,2,2,1
310105,1,2,198507,21,1,6,1,1,1,1,1,2008,1,,,,,,2008,1,8,43,6,1,2500,6,9,2,2,,,,,,,,,,,,,,,,
310105,1,2,197405,13,1,3,2,2,5,1,1,2009,1,2,3,3,,,2009,4,,,,,,,,2,2,,199610,2,,,2,,,,,0,2,2,2,4,1
310105,1,2,197304,32,1,8,2,2,1,1,1,2010,1,2,3,,,,2003,1,9,30,3,1,4000,5,6,2,1,2,199912,1,1,1,2,,,,,0,3,3,2,4,1
310105,1,2,197703,61,1,3,1,3,1,1,1,2005,1,2,3,,,,2001,1,8,48,5,3,3500,6,10,2,2,,200208,1,2,,1,200310,3,2,2,0,1,2,1,2,1
310105,1,1,197901,32,1,7,2,2,1,1,1,2007,1,2,3,,,,2001,1,1,48,6,1,4000,5,7,7,1,2,200803,1,2,,,,,,,,,,,,
310105,1,2,198308,34,1,6,1,1,1,1,1,2011,1,,,,,,2005,1,9,64,3,1,5000,3.5,11,2,1,3,,,,,,,,,,,,,,,
310105,1,1,198803,32,1,7,2,1,1,1,1,2011,1,,,,,,2011,1,9,48,5,1,3500,5,8,2,1,3,,,,,,,,,,,,,,,
310105,1,2,198408,35,1,3,1,2,1,1,1,2005,1,2,3,,,,2005,1,7,43,5,3,11500,7,10,6,2,,200606,1,1,2,1,200803,3,1,2,0,2,2,2,2,1
310105,1,1,197904,32,1,6,1,2,1,1,1,2011,1,2,3,,,,1998,1,12,41,4,1,5000,6,8,2,1,2,200212,2,,,,,,,,,,,,,
310105,1,1,198201,61,1,7,2,1,1,1,1,1997,1,,,,,,1997,1,13,20,10,1,8000,5,8,5,1,2,,,,,,,,,,,,,,,
310105,1,2,198305,13,3,4,2,2,1,1,1,2011,1,2,,,,,1992,1,8,48,3,1,2800,5,10,2,1,1,200705,1,1,1,1,200904,7,2,1,0,3,2,1,2,1
310105,1,1,197409,51,1,6,2,2,1,1,1,2010,1,,,,,,2004,1,9,48,6,1,25000,5,8,2,1,3,201009,0,,,,,,,,,,,,,
310105,1,2,197612,34,1,3,1,2,1,1,1,2009,1,2,3,,,,2009,1,8,44,12,1,1800,6,8,2,1,3,200201,1,1,2,1,200304,7,2,1,0,2,2,1,2,1
310105,1,2,198401,32,1,6,2,1,1,1,1,2010,1,5,,,,,2010,1,9,48,5,1,3600,6,8,2,1,3,,,,,,,,,,,,,,,
310105,1,1,198508,23,1,7,2,1,1,1,1,2008,1,,,,,,2008,1,13,20,3,1,5100,5,8,2,1,1,,,,,,,,,,,,,,,
310105,1,1,196510,34,1,3,1,2,1,1,1,2004,1,2,,,,,1992,1,10,62,5,1,2600,6,6,2,1,3,199009,1,1,2,,,,,,,,,,,
310105,1,1,197104,34,1,4,1,2,1,1,1,2009,1,2,3,,,,2009,1,7,43,5,1,3500,6,9,2,1,3,200008,1,1,2,,,,,,,,,,,
310105,1,1,198201,42,1,7,2,1,1,1,1,2010,1,,,,,,2010,1,13,20,10,1,8000,5,8,7,1,3,,,,,,,,,,,,,,,
310105,1,1,199308,34,1,7,2,1,1,1,1,2012,1,,,,,,2012,1,13,20,6,1,3500,6,8,2,1,3,,,,,,,,,,,,,,,
310105,1,2,198205,32,1,7,2,2,1,1,1,2009,1,2,,,,,2007,1,9,20,10,1,6000,5,8,7,1,2,200809,0,,,1,-9,7,2,6,0,2,2,2,2,1
310105,1,1,198302,32,1,6,1,1,1,1,1,2005,1,7,,,,,2004,1,15,41,5,3,5000,6,8,7,2,,,,,,,,,,,,,,,,
310105,1,1,198611,13,1,7,2,1,1,1,1,2011,2,,,,,,2011,1,8,20,6,1,2600,5,7,4,1,3,,,,,,,,,,,,,,,
310105,1,1,198801,42,10,7,2,1,1,1,1,2011,1,,,,,,2011,1,13,20,10,1,5000,5,8,2,3,,,,,,,,,,,,,,,,
310105,1,1,198704,35,1,3,1,1,1,1,1,2009,1,5,5,,,,2009,1,7,43,5,1,2000,7,8,2,2,,,,,,,,,,,,,,,,
310105,1,1,195404,34,1,2,2,2,1,1,1,1997,1,2,3,4,8,8,1997,1,8,45,3,1,1500,7,8,5,2,,198301,2,,,,,,,,,,,,,
310105,1,2,197806,32,1,3,1,2,1,1,1,2008,1,2,3,3,,,2000,1,7,43,5,1,2750,5,9,2,2,,200512,2,,,1,201205,2,1,2,0,2,2,2,2,2
310105,1,1,197206,36,1,2,1,2,1,1,1,2007,1,2,3,3,,,1999,1,1,41,5,1,3000,7,10,2,2,,200001,2,,,,,,,,,,,,,
310105,1,2,198005,34,1,7,2,2,1,1,1,2010,1,2,,,,,2002,1,12,10,2,1,5000,6,8,7,1,2,200806,0,2,,2,,,,,0,1,3,2,2,1
310105,1,1,197012,32,1,3,1,2,1,1,1,2007,1,2,3,3,,,1993,1,6,42,5,2,6000,7,10,2,1,2,199603,2,,,,,,,,,,,,,
310105,1,2,197212,36,1,3,1,2,1,1,1,2006,1,2,3,3,,,1997,1,8,41,5,3,3000,7,10,2,2,,199401,2,,,1,199801,3,2,2,0,2,2,1,2,1
310105,1,1,197001,22,14,6,2,1,1,1,1,2008,1,,,,,,2002,1,4,20,6,1,2000,5,8,5,2,,,,,,,,,,,,,,,,
310105,1,2,197212,22,1,4,1,2,1,1,1,2007,1,2,3,,,,2007,1,6,41,5,3,5000,6,8,7,1,2,199610,1,1,1,1,199612,3,1,1,0,2,2,1,2,1
310105,1,2,198601,32,1,7,1,2,1,1,1,2008,1,2,3,6,,,2008,1,15,48,10,1,7000,5,8,2,1,2,201101,1,1,2,1,201204,7,2,1,0,3,2,2,2,1
310105,1,2,198302,34,1,7,2,2,1,1,1,2010,1,2,3,,,,2006,1,8,48,6,1,4000,5,8,2,1,2,201001,1,2,,1,201202,7,3,8,0,3,3,3,4,1
310105,1,2,197102,34,1,3,1,2,1,1,1,2000,1,2,3,3,,,1998,1,8,48,6,1,2500,7,5,7,2,,199306,2,,,1,199605,2,2,2,0,2,2,2,2,1
310105,1,2,198212,61,1,7,2,2,1,1,1,2008,1,2,,,,,2008,1,9,48,9,1,7000,5,8,2,1,2,200909,0,,,2,,,,,0,3,2,2,4,2
310105,1,2,198210,44,1,8,2,2,1,1,1,2009,1,2,,,,,2009,1,1,20,9,1,10000,5,8,2,2,,200909,0,,,2,,,,,0,2,2,2,2,1
310105,1,1,198707,43,1,5,1,2,1,1,1,2010,1,2,,,,,2010,1,4,20,10,1,15000,6,10,1,1,2,201105,0,,,,,,,,,,,,,
310105,1,2,198410,34,1,6,2,2,1,1,1,2006,1,2,3,,,,2006,1,11,20,3,1,600,5,8,7,1,2,200811,1,2,,1,201201,3,2,2,0,1,2,1,2,1
310105,1,2,197801,34,1,2,1,2,1,1,1,2007,1,2,3,,,,1997,1,4,47,6,1,2500,5,8,2,2,,199504,1,2,,1,199612,3,1,2,0,1,1,1,2,1
310105,1,2,197609,35,1,2,1,2,1,1,1,2010,1,2,3,3,,,2002,1,6,42,5,2,2500,7,10,2,2,,200409,2,,,2,,,,,0,2,2,2,2,1
310105,1,2,197109,33,1,7,1,2,1,1,1,2001,1,2,3,3,,,2000,1,13,20,7,1,5000,5,8,2,1,1,199501,2,,,1,200404,3,1,1,0,1,2,1,2,1
310105,1,2,197111,34,1,3,1,2,1,1,1,2006,1,2,3,,,,1986,1,15,41,5,3,3000,5,8,7,1,3,199305,1,1,2,1,200608,3,1,1,0,3,1,2,2,1
310105,1,2,198208,32,1,7,2,1,1,1,1,2007,1,,,,,,2007,1,13,20,10,1,4000,5,8,2,1,2,,,,,,,,,,,,,,,
310105,1,2,198202,13,1,7,2,2,1,1,1,2007,1,2,3,,,,2007,1,13,20,3,1,3500,5,8,2,1,2,200707,1,2,,1,200908,3,2,2,0,2,2,1,2,1
310105,1,2,198210,32,1,3,1,2,1,1,1,2008,1,2,3,,,,1997,1,1,64,4,1,2800,6,8,2,1,3,200309,1,1,2,1,200405,3,1,2,0,2,2,1,2,1
310105,1,2,198501,35,1,7,2,2,1,1,1,2010,1,2,3,,,,2010,1,15,48,6,1,2500,5.5,8,2,1,3,201101,1,1,1,1,201204,7,2,1,0,2,2,2,2,1
310105,1,2,198404,22,1,7,2,2,1,1,1,2006,1,2,,,,,2006,1,15,20,3,1,3500,5.5,8,2,1,2,200910,0,2,,2,,,,,0,2,2,2,2,1
310105,1,2,198311,32,1,7,2,2,1,1,1,2007,1,2,,,,,2007,1,9,20,3,1,6000,5,8,7,1,2,201105,0,2,,2,,,,,0,1,2,1,2,1
310105,1,2,198309,23,14,7,2,2,1,1,1,2007,1,2,3,,,,2007,1,13,20,10,1,2400,5,8,2,1,2,200909,1,1,2,1,201203,7,2,1,0,2,2,2,2,1
310105,1,2,198212,32,2,7,2,2,1,1,1,2008,1,2,,,,,2005,1,13,48,3,1,6000,5,8,2,1,2,201009,0,2,,2,,,,,0,2,2,2,4,1
310105,1,2,198211,32,1,7,2,2,2,1,1,2010,1,2,3,,,,2010,1,8,48,6,1,3500,5,8,2,1,2,200905,1,1,1,2,,,,,0,1,2,1,2,1
310105,1,2,198107,62,1,6,1,2,1,1,1,2005,1,2,3,,,,2005,1,13,20,3,1,3000,5,8,2,1,2,200306,1,1,2,1,200506,10,,,0,1,2,2,2,1
310105,1,2,198012,32,1,4,2,2,1,1,1,2007,1,2,3,,,,2002,1,15,48,6,1,2000,6,6,7,1,3,200611,1,1,1,1,200805,3,1,2,0,2,2,2,2,1
310105,1,2,197810,32,1,4,1,2,1,1,1,1999,1,2,3,,,,1999,1,6,48,3,1,3000,3.5,12,2,1,3,200208,1,1,2,1,200310,7,2,1,1,1,2,2,2,1
310105,1,2,198006,34,1,7,1,2,1,1,1,2008,1,2,3,,,,2008,1,11,20,10,1,5000,5,8,2,1,2,200601,1,1,1,1,200709,3,2,2,-9,1,2,2,2,1
310105,1,2,198602,36,1,7,2,2,1,1,1,2011,1,2,,,,,2011,1,15,48,6,1,2200,5,8,2,1,3,201202,0,2,,2,,,,,0,2,2,2,2,1
310105,1,2,197602,33,1,3,1,2,1,1,1,2000,1,2,3,,,,2000,1,6,42,5,3,15000,7,9,7,2,,200010,1,2,,2,,,,,0,3,2,2,2,1
310105,1,2,197301,36,1,4,1,2,1,1,1,2001,1,2,3,,,,2001,1,15,43,3,1,2800,5,8,2,1,3,199504,1,1,1,1,199710,3,1,2,0,1,2,2,2,1
310105,1,2,197304,11,1,6,2,2,5,1,1,2010,1,2,3,,,,2010,4,,,,,,,,2,2,,199809,1,2,,1,201108,3,2,2,0,2,2,2,2,1
310105,1,2,197009,33,1,3,1,2,5,1,1,2001,1,2,3,3,,,2001,4,,,,,,,,1,2,,198910,2,,,1,200109,2,2,2,0,2,2,2,4,1
310105,1,2,197007,34,1,3,1,2,1,1,1,1990,1,2,3,,,,1990,1,7,43,5,2,3000,7,5,2,2,,199402,1,1,2,1,199504,3,2,2,0,1,2,2,4,1
310105,1,2,196308,41,1,3,1,2,1,1,1,2005,1,2,3,,,,2005,1,15,44,12,4,3200,7,6,2,2,,198012,1,1,1,1,199101,3,1,2,0,2,2,2,4,1
310105,1,1,198903,34,1,6,1,1,1,1,1,2011,2,,,,,,2011,1,15,20,4,1,3500,5,8,2,1,3,,,,,,,,,,,,,,,
310105,1,1,198906,43,1,4,1,1,1,1,1,2011,2,,,,,,2011,1,13,20,6,1,7000,5,7,2,1,3,,,,,,,,,,,,,,,
310105,1,1,198503,51,1,3,1,2,1,1,1,2011,2,2,3,,,,2011,1,8,48,6,1,4500,5,8,2,2,,201010,1,2,,,,,,,,,,,,
310105,1,1,198410,36,1,6,2,1,1,1,1,2008,1,,,,,,2008,1,8,30,6,1,4500,5,8,2,1,3,,,,,,,,,,,,,,,
310105,1,1,198310,36,1,3,2,2,1,1,1,2011,1,2,3,,,,2011,1,10,62,6,1,3600,6,8,2,1,3,201101,1,2,,,,,,,,,,,,
310105,1,1,198108,34,1,7,2,1,1,1,1,2011,2,,,,,,2011,1,13,20,7,1,5000,5,8,2,1,2,,,,,,,,,,,,,,,
310105,1,1,198207,32,1,4,1,2,1,1,1,2007,1,2,3,,,,2007,1,15,48,6,1,3800,5,8,2,3,,200811,1,1,1,,,,,,,,,,,
310105,1,1,198109,41,4,6,2,2,1,1,1,2009,1,2,,,,,2009,1,15,48,6,1,6000,6,8,2,1,3,200905,0,2,,,,,,,,,,,,
310105,1,1,198311,37,1,4,1,2,1,1,1,2010,1,2,3,,,,2010,1,15,48,6,1,4500,5,8,2,1,3,200612,1,1,2,,,,,,,,,,,
310105,1,1,197901,33,1,3,1,2,1,1,1,2012,1,2,3,3,,,2012,1,7,48,6,1,5000,6,12,1,2,,200611,2,,,,,,,,,,,,,
310105,1,2,198005,44,1,4,1,2,1,1,1,2012,1,2,3,,,,2012,1,15,20,6,1,4500,5,8,2,2,,201005,1,2,,2,,,,,0,1,1,1,2,1
310105,1,2,198509,42,1,6,2,1,1,1,1,2010,1,,,,,,2010,1,15,30,7,1,4500,5,8,2,1,3,,,,,,,,,,,,,,,
310105,1,2,197912,34,1,3,1,2,1,1,1,2002,1,2,3,,,,2002,1,7,43,6,1,3500,6,8,2,2,,200302,1,1,1,1,200405,7,2,6,0,1,2,1,2,1
310105,1,2,198606,34,1,3,2,2,1,1,1,2011,1,2,3,,,,2011,1,15,62,12,3,5000,7,8,2,2,,200802,1,2,,1,200907,3,2,2,0,1,1,1,2,1
310105,1,2,197503,37,1,3,1,2,1,1,1,2010,1,2,3,,,,2010,1,15,48,12,3,3500,7,10,2,2,,200401,1,1,1,1,200508,3,1,2,0,1,2,1,2,1
310105,1,2,198409,32,1,8,2,2,1,1,1,2010,1,2,,,,,2010,1,15,20,10,1,5000,5,8,2,1,2,200809,0,2,,2,,,,,0,2,2,1,2,1
310105,1,2,198010,33,1,6,2,2,1,1,1,2010,1,2,3,,,,2010,1,15,41,5,3,3600,7,10,2,2,,200909,1,2,,1,201104,7,2,1,0,1,3,1,2,1
310105,1,2,197508,33,1,3,2,2,1,1,1,2010,1,2,3,3,,,2010,1,15,41,5,3,6000,7,10,2,2,,199901,2,,,1,200405,3,1,2,0,1,1,1,2,1
310105,1,2,197001,34,1,3,1,2,1,1,1,2010,1,2,3,,,,2010,1,11,45,3,1,4000,6,8,2,1,2,199112,1,1,2,1,199301,3,1,2,0,3,3,2,2,1
310105,1,2,198309,35,1,6,2,2,1,1,1,2010,1,2,3,,,,2010,1,15,30,10,1,5000,5,8,2,1,3,200711,1,1,1,1,201105,7,2,7,0,1,3,1,2,1
310105,1,2,198210,22,14,6,2,1,1,1,1,2009,1,,,,,,2009,1,15,64,6,1,4000,5,8,5,1,2,,,,,,,,,,,,,,,
310105,1,1,198912,41,1,7,2,1,1,1,1,2004,2,,,,,,2004,1,13,20,10,1,4000,5,8,5,1,2,,,,,,,,,,,,,,,
310105,1,1,198403,32,1,7,2,2,1,1,1,2009,1,2,,,,,2009,1,15,64,10,1,8000,5,8,7,1,2,201106,0,2,,,,,,,,,,,,
310105,1,1,198606,34,1,6,2,1,1,1,1,2007,1,,,,,,2007,1,10,20,6,1,3500,5,8,5,1,2,,,,,,,,,,,,,,,
310105,1,1,198406,33,1,7,2,1,1,1,1,2003,2,,,,,,2003,1,13,20,6,1,8000,6,10,5,1,2,,,,,,,,,,,,,,,
310105,1,1,198211,35,1,4,2,1,1,1,1,2009,1,,,,,,2009,1,10,62,5,1,4500,6,8,5,2,,,,,,,,,,,,,,,,
310105,1,1,198108,51,1,7,2,1,1,1,1,2009,1,,,,,,2009,1,10,64,6,1,4000,5,8,5,1,2,,,,,,,,,,,,,,,
310105,1,1,197905,34,1,7,2,2,1,1,1,2006,1,2,,,,,2006,1,10,30,10,1,6000,5,8,5,1,2,201005,0,2,,,,,,,,,,,,
310105,1,1,197310,34,1,4,2,1,1,1,1,2011,2,,,,,,2011,1,10,62,6,1,4000,6,9,5,1,2,,,,,,,,,,,,,,,
310105,1,1,196302,33,1,3,1,2,1,1,1,1993,1,2,3,3,,,1993,1,4,47,5,2,50000,7,6,5,2,,198601,2,,,,,,,,,,,,,
310105,1,1,195602,34,1,4,2,2,1,1,1,2009,1,2,3,,,,2009,1,1,48,6,1,20000,5,8,5,2,,198412,1,1,2,,,,,,,,,,,
310105,1,2,198810,32,1,6,1,1,1,1,1,2011,2,,,,,,2007,1,1,48,6,1,3500,5,8,5,1,3,,,,,,,,,,,,,,,
310105,1,1,198904,21,3,6,2,1,1,1,1,2007,2,,,,,,2007,1,12,20,6,1,3900,6,7,5,1,2,,,,,,,,,,,,,,,
310105,1,2,198809,32,1,7,2,1,1,1,1,2011,1,,,,,,2010,1,6,48,6,1,5000,5,8,5,1,3,,,,,,,,,,,,,,,
310105,1,2,198708,14,1,6,2,1,1,1,1,2009,1,,,,,,2009,1,10,48,6,1,3500,5,8,5,3,,,,,,,,,,,,,,,,
310105,1,2,198603,51,1,7,2,1,1,1,1,2010,1,,,,,,2010,1,15,20,6,1,4500,5,8,5,1,2,,,,,,,,,,,,,,,
310105,1,2,198511,42,1,7,2,2,1,1,1,2007,1,2,,,,,2003,1,10,41,5,2,4000,6,9,5,2,,201101,0,2,,1,-9,7,2,5,0,2,2,2,4,2
310105,1,2,198310,34,1,6,2,2,1,1,1,2002,1,2,3,,,,2002,1,1,20,7,1,10000,5,9,5,2,,200612,1,2,,1,201012,3,2,2,0,3,2,1,2,1
310105,1,2,198112,42,1,7,2,1,1,1,1,2004,2,,,,,,2003,1,15,20,6,1,10000,5,8,5,1,1,,,,,,,,,,,,,,,
310105,1,2,196709,13,1,6,2,2,1,1,1,2007,1,2,3,,,,2007,1,15,10,6,1,6000,5,8,5,1,1,198910,1,1,1,1,199010,7,2,1,0,2,2,2,4,2
310105,1,2,197602,42,1,2,1,2,1,1,1,2009,1,2,3,3,,,2006,1,7,43,4,1,1700,5,8,2,1,2,199810,2,,,2,,,,,0,2,2,2,4,2
310105,1,2,196606,32,1,3,2,2,1,1,1,1986,1,2,3,,,,1986,1,15,44,12,1,4000,5,11,2,2,,198608,1,1,2,1,198704,3,2,2,0,1,2,2,4,1
310105,1,2,197103,34,1,3,1,2,1,1,1,2006,1,2,3,,,,2006,1,15,44,12,1,3000,7,10,2,2,,199404,1,2,,1,199603,3,1,2,0,2,2,1,2,1
310105,1,2,197212,34,1,3,1,2,1,1,1,2003,1,2,3,,,,2003,1,1,48,5,1,4000,6,8,2,1,3,199201,1,1,2,1,199306,3,1,2,0,1,2,1,2,1
310105,1,1,197406,13,1,3,1,2,1,1,1,2000,1,2,3,3,,,2000,1,8,48,5,1,3500,6,12,2,2,,199710,2,,,,,,,,,,,,,
310105,1,1,197304,32,1,3,1,2,1,1,1,2000,1,2,3,,,,2000,1,4,63,6,1,7000,7,8,2,3,,199605,1,1,1,,,,,,,,,,,
310105,1,1,199009,34,1,3,1,1,1,1,1,2006,1,,,,,,2006,1,6,48,6,1,3000,6,8,2,1,2,,,,,,,,,,,,,,,
310105,1,1,196808,34,1,3,1,2,1,1,1,2003,1,2,3,,,,2003,1,1,64,6,1,6000,7,8,2,2,,199201,1,2,,,,,,,,,,,,
310105,1,1,196211,33,1,3,1,2,1,1,1,1984,1,2,3,4,,,1984,1,1,41,5,2,3000,7,8,2,1,3,198510,1,2,,,,,,,,,,,,
310105,1,2,198011,36,1,3,1,2,1,1,1,2006,1,2,3,,,,2006,1,15,45,12,1,3000,6,10,2,2,,200501,1,2,,1,200707,3,1,2,0,2,2,1,2,1
310105,1,2,198703,34,1,3,1,2,5,1,1,2008,1,2,3,,,,2008,4,,,,,,,,2,2,,201001,1,2,,2,,,,,0,1,2,1,2,1
