gbcode,q101a1,q101b1,q101c1,q101d1,q101e1,q101f1,q101g1,q101h1,q101i1,q101j1,q101k1,q101l1,q101m1,q101a2,q101a3,q101a4,q101a5,q101a6,q201,q202,q203,q204,q205,q206,q207,q208,q209,q211,q212,q213,q301,q302,q304,q305,q306,q307,q308,q309,q310,q311,q312,q313,q314,q315,q316
110108,1,1,198410,13,1,3,1,2,1,1,1,2010,1,2,3,3,,,2010,1,6,41,5,3,1800,7,13,2,2,,200701,2,,,,,,,,,,,,,
110108,1,1,198006,13,1,3,1,2,1,1,1,2005,1,2,3,,,,1998,1,15,80,5,3,6000,6,10,2,2,,-9,1,2,,,,,,,,,,,,
110108,1,2,197210,13,1,3,1,2,1,1,1,2009,1,2,3,3,,,2009,1,7,45,5,1,1800,6,8,2,2,,199205,2,,,1,200612,3,1,2,0,3,2,2,2,1
110108,1,2,196603,35,1,3,1,2,1,1,1,2003,1,2,3,3,3,,2003,1,6,41,5,3,2000,7,14,2,2,,198601,3,,,1,199512,2,1,2,0,3,1,2,4,1
110108,1,1,196803,13,1,4,2,2,1,1,1,1998,1,2,3,3,,,1998,1,10,62,6,1,3000,5,8,2,1,2,199110,2,,,,,,,,,,,,,
110108,1,1,196603,13,1,4,2,2,1,1,1,2009,1,2,3,,,,2009,1,8,48,5,3,3000,7,10,2,2,,198510,1,2,,,,,,,,,,,,
110108,1,2,198201,13,1,6,2,2,1,1,1,2003,1,2,3,,,,2003,1,15,20,10,1,6000,5,8,2,1,1,200911,1,1,2,2,,,,,-9,2,2,2,3,1
110108,1,2,198201,51,1,8,2,2,1,1,1,2007,1,,,,,,1999,1,13,20,9,1,15000,4.5,6,7,1,1,200802,1,1,2,1,-9,7,2,6,0,2,3,2,1,1
110108,1,2,197804,21,1,7,2,2,4,1,1,2005,1,2,,,,,1997,3,,,,,,,,2,2,,200402,0,,,2,,,,,0,2,2,2,4,1
110108,1,1,196203,62,1,4,1,2,1,1,1,2010,1,2,3,,,,1980,1,8,46,11,1,1300,0.7,8,4,2,,198509,2,,,,,,,,,,,,,
110108,1,1,198701,34,1,4,1,2,1,1,1,2011,1,,,,,,2007,1,15,47,4,1,1500,5.5,8,1,1,3,201105,1,2,,,,,,,,,,,,
110108,1,1,198304,12,1,7,2,2,1,1,1,2010,1,2,,,,,2008,1,13,20,2,1,5000,5,7,2,2,,200805,0,,,,,,,,,,,,,
110108,1,1,199006,34,1,4,1,1,1,1,1,2012,1,,,,,,2012,1,8,48,6,1,2000,6,12,4,2,,,,,,,,,,,,,,,,
110108,1,2,197509,37,1,4,1,2,5,1,1,1996,1,2,3,,,,1996,4,,,,,,,,7,2,,200309,1,1,1,1,200601,7,2,1,0,2,2,1,1,1
110108,1,1,196808,34,1,7,2,2,1,1,1,2002,1,2,3,3,,,1993,1,7,10,6,2,10000,2,8,7,2,,199204,2,,,,,,,,,,,,,
110108,1,2,198505,31,1,7,2,1,1,1,1,2007,2,,,,,,2007,1,10,30,6,1,3500,5,8,4,2,,,,,,,,,,,,,,,,
110108,1,1,197602,23,1,4,2,2,1,1,1,1998,1,2,3,,,,1998,1,7,43,6,1,6000,6,8,2,1,2,201004,1,2,,,,,,,,,,,,
110108,1,1,197205,41,1,4,1,2,1,1,1,1997,1,2,3,3,,,1997,1,6,42,5,2,10000,7,8,7,2,,200002,2,,,,,,,,,,,,,
110108,1,2,197909,14,1,6,1,2,1,1,1,2008,2,2,3,,,,2002,1,12,48,12,3,5000,7,10,7,2,,200405,1,2,,1,200605,7,2,6,0,2,2,2,4,2
110108,1,1,199010,33,1,7,1,1,6,1,1,2010,2,,,,,,2010,3,,,,,,,,7,2,,,,,,,,,,,,,,,,
110108,1,2,197607,51,1,5,1,2,5,1,1,2005,1,2,3,,,,2005,4,,,,,,,,2,2,,199911,1,2,,1,200104,3,1,1,0,2,2,2,3,1
110108,1,2,197306,37,1,6,2,2,1,1,1,2004,1,2,3,,,,2004,1,6,48,6,1,5000,5,8,7,1,2,199709,1,1,1,1,199907,3,1,2,0,2,2,2,3,2
110108,1,1,196310,32,1,5,2,3,1,1,1,2003,1,2,3,,,,1995,1,4,20,6,1,5000,5,8,7,1,2,198810,1,1,1,,,,,,,,,,,
110108,1,1,198610,37,1,4,1,2,1,1,1,1998,1,2,,,,,1998,1,6,42,5,1,2000,6,10,2,2,,200909,0,,,,,,,,,,,,,
110108,1,1,197310,14,1,4,1,2,3,1,1,1998,2,2,3,3,,,1998,2,,,,,,,,4,2,,199210,2,,,,,,,,,,,,,
110108,1,2,197012,41,1,3,2,2,5,1,1,1998,2,2,3,3,3,,1998,4,,,,,,,,7,2,,199310,3,,,1,200104,2,2,2,0,2,2,2,4,1
110108,1,1,197210,35,1,7,2,2,1,1,1,2003,1,2,3,3,,,2003,1,6,41,6,2,8000,5,10,7,1,2,200101,2,,,,,,,,,,,,,
110108,1,1,197805,14,1,6,2,2,1,1,1,2002,1,2,3,5,5,,2002,1,1,41,5,2,5000,5,8,7,2,,200008,1,2,,,,,,,,,,,,
110108,1,2,197611,41,1,6,2,2,1,1,1,1998,1,2,3,,,,1998,1,11,41,6,1,6000,5,7,7,1,2,200312,1,1,2,1,200510,7,2,5,0,2,2,1,3,2
110108,1,2,197111,32,1,7,2,2,5,1,1,2009,1,2,3,5,,,2009,4,,,,,,,,7,2,,199605,1,2,,1,199711,3,1,2,0,3,3,3,4,1
110108,1,2,199309,33,1,7,1,1,6,1,1,2005,1,5,5,7,,,2005,3,,,,,,,,7,3,,,,,,,,,,,,,,,,
110108,1,2,198706,41,1,3,1,1,1,1,1,2011,1,,,,,,2011,1,6,48,6,1,2000,5,8,2,1,2,,,,,,,,,,,,,,,
110108,1,2,198502,37,1,3,1,2,1,1,1,2010,1,2,3,,,,2003,1,6,43,5,1,1500,7,8,1,2,,200911,1,1,1,1,201004,3,1,1,0,1,1,1,1,1
110108,1,2,197612,32,1,3,1,3,1,1,1,2005,1,2,3,,,,2005,1,8,20,2,3,2800,0.5,8,2,1,3,199612,1,2,,2,,,,,0,3,3,3,3,1
110108,1,1,196606,41,1,3,2,2,1,1,1,1994,3,2,,,,,1994,1,6,42,5,2,3000,7,12,2,2,,198704,1,1,2,,,,,,,,,,,
110108,1,1,197412,41,1,6,2,2,1,1,1,1994,1,2,3,3,,,1994,1,1,41,6,3,10000,0.5,8,2,1,3,200012,2,,,,,,,,,,,,,
110108,1,2,198506,52,1,3,1,2,1,1,1,2004,1,2,3,6,6,,2004,1,8,48,6,3,3000,7,8,2,1,1,200810,1,1,1,2,,,,,0,1,1,1,1,1
110108,1,2,198306,32,1,6,2,2,5,1,1,2010,1,2,3,,,,2005,4,,,,,,,,2,1,3,200610,1,1,1,1,200801,7,2,7,0,3,2,2,3,1
110108,1,2,197711,34,1,7,2,2,1,1,1,2002,1,2,3,,,,2002,1,13,20,6,1,3000,5,8,2,1,1,200410,1,2,,2,,,,,1,1,1,1,1,1
110108,1,1,198412,41,1,4,1,2,4,1,1,2000,1,2,3,,,,2000,3,,,,,,,,2,2,,200909,1,2,,,,,,,,,,,,
110108,1,1,198206,34,1,3,1,2,4,1,1,2005,2,,,,,,2005,3,,,,,,,,2,2,,200909,1,1,2,,,,,,,,,,,
110108,1,1,198202,23,1,3,1,2,1,1,1,1998,1,2,3,,,,1998,1,9,48,5,1,10000,7,12,2,2,,200902,1,2,,,,,,,,,,,,
110108,1,2,197401,41,1,3,1,2,4,1,1,1994,2,2,3,,,,1994,3,,,,,,,,2,2,,199410,1,1,2,2,,,,,0,2,2,2,1,1
110108,1,1,198309,32,1,3,1,2,1,1,1,2002,1,2,,,,,2002,1,8,48,5,3,10000,7,14,2,2,,200601,2,,,,,,,,,,,,,
110108,1,1,197507,37,1,7,2,2,1,1,1,1994,1,2,3,,,,1994,1,15,48,6,1,3000,7,8,7,2,,200402,1,1,1,,,,,,,,,,,
110108,1,2,198107,41,1,4,1,1,1,1,1,2006,1,,,,,,2006,1,15,48,6,1,3000,6,10,2,2,,,,,,,,,,,,,,,,
110108,1,2,198410,15,1,6,2,1,4,1,1,2005,1,10,7,10,,,2002,3,,,,,,,,2,2,,,,,,,,,,,,,,,,
110108,1,1,198009,37,1,7,2,2,1,1,1,2009,2,2,,,,,2009,1,15,20,6,1,5000,5,8,7,1,2,200808,0,,,,,,,,,,,,,
110108,1,2,198011,51,1,7,2,1,1,1,1,2004,1,,,,,,2004,1,13,20,6,3,6000,5,8,2,1,2,,,,,,,,,,,,,,,
110108,1,2,197903,23,1,6,2,2,1,1,1,2002,1,2,3,,,,2002,1,12,30,2,1,4000,5,7,7,1,2,200504,1,2,,1,200712,7,2,7,0,2,2,2,3,1
110108,1,2,197506,23,3,3,1,4,1,1,1,2003,2,,,,,,2003,1,6,48,6,1,4000,6,6,2,1,2,-9,-9,,,,,,,,,,,,,
110108,1,1,197309,34,1,6,2,2,1,1,1,1995,1,2,,,,,1995,1,13,48,6,3,5000,5,8,2,1,2,200001,0,,,,,,,,,,,,,
110108,1,1,198105,61,1,7,2,2,1,1,1,2008,1,2,3,,,,2008,1,13,20,6,3,6000,5,8,2,1,2,200910,1,1,1,,,,,,,,,,,
110108,1,2,198511,62,1,4,1,2,1,1,1,2003,3,2,3,,,,2003,1,1,80,5,1,2800,6,8,2,2,,200402,1,2,,1,200512,3,1,1,0,3,3,1,1,1
110108,1,2,198104,41,1,6,1,1,1,1,1,2012,1,,,,,,2009,1,4,63,6,1,6000,5,8,2,1,3,,,,,,,,,,,,,,,
110108,1,2,198811,14,1,4,1,1,1,1,1,2012,1,,,,,,2008,1,6,48,6,1,3000,6,8,2,2,,,,,,,,,,,,,,,,
110108,1,1,198809,13,1,5,1,2,1,1,1,2012,1,2,5,5,,,2007,1,13,48,6,1,5000,5,8,2,2,,201201,0,,,,,,,,,,,,,
110108,1,1,198508,13,1,6,1,2,1,1,1,2012,1,2,,,,,2007,1,4,63,2,1,3000,5,8,2,2,,201110,0,,,,,,,,,,,,,
110108,1,1,198602,13,1,3,1,2,1,1,1,2012,1,3,,,,,2010,1,4,47,10,1,2000,5,8,2,2,,200802,1,2,,,,,,,,,,,,
110108,1,1,199602,14,1,4,1,1,6,1,1,2012,2,5,5,,,,2006,3,,,,,,,,2,2,,,,,,,,,,,,,,,,
110108,1,1,198110,61,1,2,1,2,1,1,1,2012,1,2,3,,,,2008,1,6,48,6,1,5000,7,10,2,2,,200412,1,2,,,,,,,,,,,,
110108,1,2,196911,51,1,3,1,2,1,1,1,2007,1,2,3,3,3,,2007,1,8,44,6,1,2000,6,5,2,2,,199012,3,2,,1,199708,3,3,1,0,3,2,2,3,2
110108,1,2,197711,34,1,3,1,3,1,1,1,2012,1,3,3,,,,1997,1,8,44,6,1,3000,6,9,2,2,,199903,2,2,,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
110108,1,2,198704,41,1,3,1,2,1,1,1,2012,1,2,3,,,,2008,1,8,48,6,1,3000,6,9,2,1,3,200801,1,2,,1,201005,3,3,1,0,1,2,3,1,2
110108,1,1,199012,34,1,3,1,2,1,1,1,2012,1,2,5,5,,,2007,1,7,70,5,3,4000,7,8,2,2,,201201,0,,,,,,,,,,,,,
110108,1,1,196708,34,1,3,1,2,1,1,1,2011,1,2,,,,,2007,1,7,43,5,3,5000,7,8,2,2,,198910,1,1,1,,,,,,,,,,,
110108,1,1,199010,61,1,3,1,1,1,1,1,2012,1,7,,,,,2009,1,6,48,6,1,2700,6,6,2,1,2,,,,,,,,,,,,,,,
110108,1,1,197904,13,1,4,1,2,1,1,1,2000,1,2,7,,,,2000,1,13,20,6,1,3000,5,8,2,1,3,200312,1,1,2,,,,,,,,,,,
110108,1,2,198612,37,1,2,2,2,1,1,1,2012,1,,,,,,2008,1,9,48,3,1,6000,5,10,2,2,,-9,-9,,,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
110108,1,1,199509,13,1,3,1,1,1,1,1,2012,1,5,5,7,,,2010,1,7,43,5,4,3500,7,8,2,2,,,,,,,,,,,,,,,,
110108,1,1,199411,22,1,6,2,1,1,1,1,2012,1,,,,,,2011,1,11,48,10,1,4500,6,8,2,2,,,,,,,,,,,,,,,,
110108,1,2,198808,13,1,7,1,1,1,1,1,2012,1,,,,,,2007,1,4,63,6,1,1000,2.5,10,2,2,,,,,,,,,,,,,,,,
110108,1,1,197411,13,1,4,1,2,1,1,1,2012,1,2,3,,,,2006,1,10,62,5,1,5000,6,10,2,2,,200403,1,1,2,,,,,,,,,,,
110108,1,1,199108,51,1,6,1,1,1,1,1,2008,1,,,,,,2008,1,4,47,6,1,900,5.5,8,2,2,,,,,,,,,,,,,,,,
110108,1,2,198302,13,1,3,1,2,5,1,1,2005,1,2,3,3,,,2005,4,,,,,,,,4,2,,200312,2,2,,1,201101,7,2,5,0,2,2,1,3,2
110108,1,1,198202,21,3,7,2,1,1,1,1,2012,2,,,,,,2001,1,7,43,5,2,8000,7,11,2,2,,,,,,,,,,,,,,,,
110108,1,1,197012,41,1,2,1,2,1,1,1,2001,1,2,3,3,3,,2001,1,7,43,6,3,6000,7,12,2,2,,199112,3,2,,,,,,,,,,,,
110108,1,2,199006,51,1,4,1,2,5,1,1,2012,2,2,,,,,2012,4,,,,,,,,2,2,,201201,0,,,2,,,,,0,2,2,2,4,2
110108,1,2,197508,37,1,3,1,2,1,1,1,2011,1,2,3,,,,1992,1,7,43,5,3,4000,7,12,2,2,,199809,2,,,2,,,,,0,2,2,2,4,2
110108,1,2,196502,41,1,3,1,2,1,1,1,2005,1,2,3,,,,2005,1,6,42,6,3,6000,7,12,2,2,,198711,1,1,1,1,198902,3,1,2,0,3,1,1,1,1
110108,1,1,198707,65,1,6,2,1,1,1,1,2008,2,,,,,,2008,1,8,20,3,1,2000,5,8,2,1,1,,,,,,,,,,,,,,,
110108,1,1,198603,13,1,6,1,1,1,1,1,2007,2,,,,,,2007,1,8,30,6,1,1800,5,8,2,2,,,,,,,,,,,,,,,,
110108,1,2,198710,13,1,6,1,1,1,1,1,2011,2,,,,,,2011,1,8,48,4,1,1500,5,7,2,2,,,,,,,,,,,,,,,,
110108,1,1,198410,41,1,6,2,1,1,1,1,2007,1,,,,,,2007,1,13,20,6,1,2500,5,7,2,2,,,,,,,,,,,,,,,,
110108,1,1,197712,37,1,4,1,2,1,1,1,1999,2,2,,,,,1999,1,12,10,2,1,2700,5,8,2,2,,200710,1,2,,,,,,,,,,,,
110108,1,2,199007,51,1,5,1,1,1,1,1,2010,2,,,,,,2010,1,7,48,6,1,1800,6,10,2,2,,,,,,,,,,,,,,,,
110108,1,1,196403,13,1,3,1,2,1,1,1,1995,2,2,,,,,1995,1,4,63,4,2,15000,7,8,2,2,,198905,2,2,,,,,,,,,,,,
110108,1,2,197005,62,1,3,1,2,1,1,1,2011,2,,,,,,2011,1,9,45,6,1,1300,6,7,2,2,,199005,2,2,,1,199209,2,-9,-9,0,3,2,2,3,2
110108,1,2,198706,15,1,6,2,1,1,1,1,2009,2,,,,,,2009,1,9,30,6,1,1800,5,7,2,2,,,,,,,,,,,,,,,,
110108,1,2,198205,32,1,4,1,2,1,1,1,2002,2,2,,,,,2002,1,6,41,5,2,30000,7,8,2,2,,200905,0,,,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
110108,1,1,198810,43,1,6,1,1,1,1,1,2010,2,,,,,,2010,1,10,20,6,1,1600,5,8,2,2,,,,,,,,,,,,,,,,
110108,1,2,198512,13,1,8,2,1,1,1,1,2008,2,,,,,,2004,1,8,30,4,1,1690,5,8,4,1,3,,,,,,,,,,,,,,,
110108,1,1,198908,37,1,4,1,2,1,1,1,2012,1,2,3,,,,2007,1,6,48,10,1,2300,6,6,2,2,,201012,1,1,2,,,,,,,,,,,
110108,1,1,197906,42,1,3,1,2,1,1,1,2006,1,2,3,3,5,5,1998,1,13,20,6,3,3500,5,5,2,2,,200309,2,,,,,,,,,,,,,
110108,1,2,198704,13,1,6,1,1,1,1,1,2011,1,,,,,,2006,1,10,20,6,1,1500,5,8,2,1,1,,,,,,,,,,,,,,,
110108,1,2,198301,21,1,6,2,2,1,1,1,2008,1,2,,,,,2006,1,1,30,6,1,4500,5,8,2,1,1,200905,0,,,1,-9,10,,,0,2,2,2,4,1
110108,1,1,198611,37,1,7,2,1,6,1,1,2009,1,5,5,,,,2003,3,,,,,,,,2,2,,,,,,,,,,,,,,,,
110108,1,1,196307,13,1,3,1,2,1,1,1,2009,2,2,,,,,2009,1,6,41,5,3,1500,7,10,2,2,,198510,2,,,,,,,,,,,,,
110108,1,1,197703,13,1,3,1,2,1,1,1,2010,1,2,3,,,,2010,1,8,48,5,3,3000,0.7,12,2,2,,200202,1,-9,-9,,,,,,,,,,,
110108,1,1,197408,34,1,3,1,2,1,1,1,2007,1,2,3,3,,,2007,1,7,43,5,3,5500,0.7,12,2,2,,199501,2,2,,,,,,,,,,,,
110108,1,2,197201,42,1,3,1,2,1,1,1,2008,2,2,3,3,5,5,2008,1,15,70,12,2,1700,0.5,8,2,1,1,199311,2,,,1,200012,3,2,1,-9,2,2,2,4,2
110108,1,2,199008,50,8,4,1,2,5,1,1,2009,2,2,3,5,5,6,2009,4,,,,,,,,2,2,,200903,1,-9,-9,1,201010,7,2,1,-9,2,2,2,4,2
110108,1,1,197701,54,8,3,1,2,1,1,1,1996,1,2,3,3,5,5,1996,1,15,70,12,1,3000,3,10,2,2,,200010,2,,,,,,,,,,,,,
110108,1,1,196802,50,1,3,1,2,1,1,1,1992,1,2,3,3,3,6,1992,1,15,70,12,2,5000,3,10,2,2,,198909,3,,,,,,,,,,,,,
110108,1,2,197607,42,1,3,1,2,5,1,1,2003,2,2,3,3,5,5,2003,4,,,,,,,,2,2,,200010,2,,,1,201106,1,-9,-9,-9,2,2,2,4,2
110108,1,2,198806,50,1,3,1,2,5,1,1,2007,1,2,3,3,5,5,2007,4,,,,,,,,2,2,,200801,2,,,1,200908,2,-9,1,-9,2,2,2,4,2
110108,1,1,197105,13,1,1,1,2,1,1,1,2000,3,2,3,5,6,6,2000,1,15,70,12,1,3200,0.6,9,2,2,,-9,-9,,,,,,,,,,,,,
110108,1,2,197106,41,1,3,2,2,1,1,1,2010,2,2,3,3,,,2010,1,7,43,5,3,5500,0.7,12,2,2,,-9,-9,,,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
110108,1,1,196909,14,1,3,1,2,1,1,1,2008,1,2,3,,,,2008,1,7,43,5,3,6000,0.7,12,2,3,,199101,1,-9,-9,,,,,,,,,,,
110108,1,1,197506,34,1,3,1,2,1,1,1,2011,1,2,3,,,,2011,1,6,41,5,3,5000,0.7,12,2,2,,199902,1,-9,-9,,,,,,,,,,,
110108,1,2,198704,42,1,3,1,2,1,1,1,2009,1,2,3,,,,2009,1,6,42,5,3,4500,7,10,2,3,,200905,1,-9,-9,1,201203,7,2,1,0,-9,-9,-9,3,1
110108,1,1,197908,13,1,6,2,2,1,1,1,2011,2,2,,,,,2011,1,6,42,5,3,4000,0.6,9,2,3,,200602,-9,,,,,,,,,,,,,
110108,1,1,197110,37,1,3,1,2,1,1,1,2011,1,2,3,,,,2011,1,6,41,12,3,5000,0.7,12,2,2,,199801,1,-9,-9,,,,,,,,,,,
110108,1,1,197812,41,1,3,1,2,1,1,1,2012,1,2,3,,,,2012,1,7,43,5,4,5000,3.8,12,2,2,,200209,2,,,,,,,,,,,,,
110108,1,2,198209,34,1,3,1,2,1,1,1,2008,1,2,3,3,,,2008,1,7,43,5,3,3000,7,12,2,3,,200703,2,,,1,201103,3,1,2,0,1,2,1,1,1
110108,1,1,198702,41,1,4,1,2,1,1,1,2011,2,2,3,,,,2011,1,4,63,6,1,4500,7,8,2,1,1,200609,1,-9,-9,,,,,,,,,,,
110108,1,1,197310,50,1,3,1,2,1,1,1,2005,1,2,3,3,,,2005,1,15,47,5,3,4000,0.7,12,2,2,,199902,2,,,,,,,,,,,,,
110108,1,2,198807,23,1,3,1,2,1,1,1,2011,1,2,3,,,,2011,1,7,46,5,3,4000,7,12,2,3,,200812,1,-9,-9,1,201010,7,2,1,0,2,2,2,3,2
110108,1,1,196605,21,1,3,1,2,1,1,1,2007,1,2,3,3,,,2007,1,7,43,5,3,3000,6,1,2,2,,198511,2,,,,,,,,,,,,,
110108,1,1,196605,21,1,3,1,2,5,1,1,2007,1,2,3,,,,2005,4,,,,,,,,2,3,,200908,1,2,,,,,,,,,,,,
110108,1,2,198001,13,1,4,1,2,1,1,1,2008,1,2,3,,,,2008,1,6,42,5,3,4000,0.7,11,2,3,,200211,2,,,1,200709,3,1,2,0,1,2,2,3,1
110108,1,2,196608,42,1,3,1,4,1,1,1,2007,1,3,,,,,2007,1,8,48,5,3,2500,0.7,12,2,2,,198702,1,-9,-9,,,,,,,,,,,
110108,1,2,197804,41,1,3,1,2,1,1,1,2009,1,2,3,,,,2000,1,6,42,5,4,4000,0.7,12,2,3,,200012,2,,,1,201202,3,2,1,0,3,-9,3,3,2
110108,1,2,197607,13,1,3,1,2,5,1,1,2008,1,2,3,,,,2008,4,,,,,,,,2,2,,200310,1,-9,-9,1,200503,7,2,1,0,2,2,2,3,1
110108,1,2,198611,14,1,3,1,2,1,1,1,2009,1,2,3,,,,2009,1,7,43,5,3,4000,0.7,12,2,3,,200702,1,-9,-9,1,200904,3,2,1,0,2,2,2,1,2
110108,1,1,199411,50,8,3,1,1,3,1,1,1998,2,5,5,,,,1998,2,,,,,,,,2,2,,,,,,,,,,,,,,,,
110108,1,2,198312,50,1,3,1,2,5,1,1,2003,2,2,3,3,3,5,2003,4,,,,,,,,2,2,,200510,3,,,1,201107,7,2,1,-9,2,2,2,4,2
110108,1,2,197401,50,8,3,1,2,5,1,1,2006,2,2,3,3,5,5,2006,4,,,,,,,,2,2,,-9,2,,,1,200303,3,2,1,-9,2,2,2,4,2
110108,1,2,196605,51,1,1,1,2,5,1,1,2009,2,2,3,3,4,8,2009,4,,,,,,,,2,2,,198709,2,,,1,200604,4,-9,1,2,2,2,-9,2,-9
110108,1,1,198110,50,8,3,1,2,1,1,1,1997,1,2,3,3,5,5,1997,1,15,70,12,2,5000,3,11,2,2,,200610,2,,,,,,,,,,,,,
110108,1,1,197708,34,1,3,1,2,1,1,1,1996,2,2,3,3,3,5,1996,1,7,42,6,3,2700,1.2,11,2,2,,200002,3,,,,,,,,,,,,,
110108,1,1,198501,50,1,2,1,2,1,1,1,2006,1,2,3,3,3,5,2006,1,15,70,12,1,5000,3,10,2,2,,200502,3,,,,,,,,,,,,,
110108,1,2,198605,13,1,3,1,2,5,1,1,2011,1,2,3,,,,2011,4,,,,,,,,2,2,,200610,1,2,,1,200902,3,1,2,0,2,2,2,3,2
110108,1,2,198710,34,1,4,2,1,1,1,1,2006,1,,,,,,2006,1,6,48,6,1,3500,5,8,2,3,,,,,,,,,,,,,,,,
110108,1,1,198110,37,1,3,1,2,1,1,1,2008,1,2,3,3,5,5,2008,1,8,45,2,1,1600,7,8,6,3,,200805,2,,,,,,,,,,,,,
110108,1,2,198601,13,1,3,1,2,1,1,1,2004,2,2,3,,,,2004,1,8,48,5,1,700,7,12,2,2,,200707,1,2,,2,,,,,0,2,3,3,1,2
110108,1,2,197907,53,19,3,1,2,1,1,1,2010,1,2,3,,,,2008,1,7,43,5,1,1500,6,9,2,2,,200703,1,2,,1,200910,3,1,2,0,2,2,2,4,2
110108,1,1,198706,37,1,4,1,2,1,1,1,2009,1,2,3,,,,2009,1,6,41,5,3,4000,7,8,2,2,,200906,1,2,,,,,,,,,,,,
110108,1,2,197703,41,1,3,1,2,1,1,1,2005,1,2,3,3,3,,2005,1,6,41,5,3,2500,7,9,2,2,,199901,3,,,1,200606,3,1,1,0,2,3,3,4,1
110108,1,1,197511,15,1,4,1,2,1,1,1,2007,1,2,3,,,,2007,1,8,41,6,3,10000,5,8,2,2,,200112,1,2,,,,,,,,,,,,
110108,1,2,198208,13,1,5,2,2,1,1,1,2008,1,2,,,,,2008,1,8,20,6,1,3500,5,8,2,1,2,201105,0,,,2,,,,,0,2,2,2,3,2
110108,1,1,197508,41,1,3,1,2,1,1,1,2009,1,2,3,3,5,5,2009,1,15,70,12,1,6500,0.7,10,2,1,1,199712,2,,,,,,,,,,,,,
110108,1,1,196305,41,1,2,1,2,1,1,1,1992,2,2,3,3,5,5,1992,1,1,70,12,1,200,1.8,9,2,2,,198512,2,,,,,,,,,,,,,
110108,1,1,196612,61,1,3,1,2,1,1,1,2003,1,2,3,3,5,5,2003,1,15,70,12,2,3000,0.7,10,2,1,1,198809,2,,,,,,,,,,,,,
110108,1,1,197809,51,1,3,1,2,2,1,1,2000,2,2,3,5,5,6,2000,1,15,70,12,3,3000,0.6,10,2,1,1,200912,1,-9,-9,,,,,,,,,,,
110108,1,2,197111,50,8,1,1,2,5,1,1,2012,2,2,3,3,5,5,2012,4,,,,,,,,2,1,1,199302,2,,,1,200004,1,2,1,-9,2,2,2,4,2
110108,1,2,198008,42,1,2,1,2,1,1,1,2004,2,2,3,3,5,6,2004,1,15,70,12,2,1300,2.6,10,2,1,1,200808,2,,,1,201103,3,2,1,-9,2,2,2,4,2
110108,1,1,198108,13,1,3,1,2,1,1,1,2006,1,2,3,5,5,,2005,1,6,41,5,3,5000,7,9,2,2,,-9,1,2,,,,,,,,,,,,
110108,1,1,198803,13,1,3,1,1,1,1,1,2012,1,,,,,,2006,1,8,48,6,1,2000,6,9,2,2,,,,,,,,,,,,,,,,
110108,1,2,199006,13,1,6,1,1,1,1,1,2010,1,5,5,,,,2008,1,12,80,6,1,2500,5,8,2,2,,,,,,,,,,,,,,,,
110108,1,1,198205,14,1,4,1,2,1,1,1,2009,1,2,,,,,1997,1,7,43,5,3,3300,5.5,12,2,2,,200205,2,,,,,,,,,,,,,
110108,1,1,196609,42,1,2,1,2,1,1,1,2011,1,2,3,3,,,2010,1,4,47,5,1,2000,6,8,2,2,,198912,2,,,,,,,,,,,,,
110108,1,2,197205,37,1,3,1,2,1,1,1,2008,1,2,3,3,,,2006,1,6,41,5,3,3400,6,9,2,2,,199605,2,,,1,200610,2,1,2,0,2,2,2,3,1
110108,1,2,196303,34,1,3,1,2,1,1,1,2004,1,3,4,8,,,2004,1,7,43,5,3,2500,7,10,2,2,,198412,2,,,1,199208,2,-9,-9,-9,-9,-9,-9,1,-9
110108,1,1,197809,13,1,3,1,2,1,1,1,2008,2,2,3,,,,2008,1,8,48,5,3,5000,7,10,2,2,,200112,1,2,,,,,,,,,,,,
110108,1,1,198904,14,1,3,1,2,1,1,1,2011,2,2,,,,,2011,1,7,43,5,1,2000,7,12,2,2,,201102,0,,,,,,,,,,,,,
110108,1,1,198501,37,1,3,1,1,1,1,1,2008,1,,,,,,2007,1,8,48,5,3,3000,7,10,2,2,,,,,,,,,,,,,,,,
110108,1,1,199301,13,1,3,1,1,1,1,1,2012,1,,,,,,2009,1,8,48,12,1,1500,7,12,2,2,,,,,,,,,,,,,,,,
110108,1,2,197512,41,1,3,1,2,1,1,1,2010,1,2,3,3,,,1993,1,7,43,5,3,8000,7,12,2,2,,199702,2,,,1,200910,2,2,3,0,2,2,2,4,1
110108,1,1,197404,41,1,3,1,2,1,1,1,2007,1,2,3,3,,,2005,1,7,43,5,3,2000,7,10,2,2,,199609,2,,,,,,,,,,,,,
110108,1,2,197309,41,1,3,1,2,1,1,1,2012,1,2,3,3,,,2008,1,6,41,5,3,3000,7,12,2,2,,199507,2,,,1,200611,7,2,3,0,2,2,2,1,1
110108,1,2,198511,41,1,3,1,2,1,1,1,2012,2,2,5,5,3,,2009,1,7,43,5,3,3500,7,10,2,2,,201002,1,-9,-9,1,201110,7,2,3,0,3,2,2,4,1
