q101b1,q101c1,q101e1,q101f1,q101g1,q101h1,q101i1,q101m1,q203,q206,q207,q211,q212,q213,q301
1,196609,1,2,1,2,1,1,4,1,2000,2,2,-1,198912
2,197205,1,3,1,2,1,1,6,3,3400,2,2,-1,199605
2,196303,1,3,1,2,1,1,7,3,2500,2,2,-1,198412
1,197809,1,3,1,2,1,2,8,3,5000,2,2,-1,200112
1,198904,1,3,1,2,1,2,7,1,2000,2,2,-1,201102
1,198501,1,3,1,1,1,1,8,3,3000,2,2,-1,-1
1,199301,1,3,1,1,1,1,8,1,1500,2,2,-1,-1
2,197512,1,3,1,2,1,1,7,3,8000,2,2,-1,199702
1,197404,1,3,1,2,1,1,7,3,2000,2,2,-1,199609
2,197309,1,3,1,2,1,1,6,3,3000,2,2,-1,199507
2,198511,1,3,1,2,1,2,7,3,3500,2,2,-1,201002
1,198304,1,3,1,2,1,1,6,3,3000,2,2,-1,200605
1,197109,1,3,1,2,1,1,7,3,3000,2,2,-1,199412
1,197203,1,3,2,2,1,1,8,3,3000,2,3,-1,199710
1,198610,1,3,1,2,1,2,1,1,4800,2,2,-1,200910
1,195402,1,2,1,2,4,2,-1,-1,-1,2,2,-1,197704
1,196508,3,2,1,2,1,1,8,3,6000,2,2,-1,198605
2,198912,1,4,1,2,1,2,7,3,3000,2,1,1,201001
2,197806,1,2,1,4,1,2,1,1,800,2,2,-1,200211
2,197011,1,7,2,4,1,2,15,1,5000,2,1,1,199611
2,199003,1,3,1,2,5,2,-1,-1,-1,2,3,-1,201012
2,199201,3,6,2,1,6,1,-1,-1,-1,1,2,-1,-1
2,197108,1,3,2,2,1,1,6,3,2000,1,3,-1,199905
2,197504,1,2,2,2,1,1,15,3,1500,2,2,-1,200007
2,198205,1,3,1,2,4,1,-1,-1,-1,2,2,-1,200404
2,197812,1,4,1,2,1,1,8,3,2500,2,1,1,200412
2,198107,1,4,2,2,1,1,6,3,3000,1,1,1,200510
2,197210,1,4,1,1,1,1,6,1,1500,2,2,-1,-1
2,198502,1,4,1,1,1,1,8,1,800,2,2,-1,-1
2,198606,1,6,2,1,1,1,8,1,1500,2,3,-1,-1
2,197908,1,6,2,3,4,1,-1,-1,-1,1,2,-1,200901
2,198008,1,4,1,2,1,1,8,1,1000,2,1,1,201010
1,197602,1,3,1,2,1,1,8,3,10000,2,2,-1,200102
1,196807,1,3,1,2,1,1,8,3,3000,2,2,-1,198610
2,197206,1,3,1,2,4,1,-1,-1,-1,2,2,-1,199205
1,198106,1,3,2,2,1,1,8,3,2000,2,2,-1,200601
2,198306,1,4,1,2,1,1,15,3,2000,2,2,-1,200702
2,199012,1,2,1,1,4,1,-1,-1,-1,2,2,-1,-1
1,198210,1,6,2,2,1,1,8,3,2800,2,2,-1,201010
2,197709,1,3,2,3,4,1,-1,-1,-1,2,3,-1,200812
2,197109,1,3,2,2,1,1,8,3,2600,2,2,-1,199403
2,196504,1,3,1,2,1,1,7,3,1500,2,2,-1,198710
1,196308,1,2,1,2,1,1,1,1,3300,4,2,-1,198805
1,198512,1,3,1,2,1,1,1,1,3500,4,2,-1,200810
1,198708,1,4,1,1,1,1,1,1,2600,4,2,-1,-1
1,196512,1,3,1,2,1,1,1,1,3300,4,2,-1,199003
2,197209,1,3,1,2,1,1,1,1,2200,4,2,-1,199010
1,198904,1,3,1,1,1,1,1,1,3300,4,2,-1,-1
1,198407,1,3,1,2,1,2,1,1,2600,4,2,-1,200503
1,196412,1,6,2,3,1,1,1,1,5500,4,2,-1,199405
1,198703,1,3,2,2,1,1,1,1,5800,4,2,-1,200901
2,199306,1,3,1,1,1,1,10,1,1700,4,2,-1,-1
1,198302,1,7,2,1,1,1,1,1,6000,4,2,-1,-1
1,198301,1,4,1,2,1,1,13,1,2900,4,2,-1,200505
2,197001,1,4,1,2,1,1,13,1,2400,4,2,-1,199012
2,198709,1,3,1,2,1,1,13,1,2600,4,2,-1,200902
1,196711,1,3,1,2,1,1,1,1,3300,4,2,-1,198709
1,195703,1,2,1,2,1,1,1,1,3200,4,2,-1,197812
1,197906,1,3,1,4,1,1,13,1,2300,4,2,-1,200110
1,198602,1,5,1,2,1,1,13,1,2800,4,2,-1,200903
2,196701,1,3,1,2,1,1,13,1,2100,4,2,-1,198906
2,197905,1,4,1,2,1,1,1,2,5000,6,2,-1,199907
1,196207,1,3,1,2,1,1,1,3,5000,6,2,-1,198812
1,197503,1,2,1,2,1,1,6,3,1000,2,2,-1,199906
1,197609,1,3,1,2,1,1,7,3,3000,7,2,-1,199907
2,198503,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200801
1,197110,1,3,1,2,1,1,4,3,2000,2,2,-1,199604
2,197711,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200011
1,197302,1,2,1,2,1,1,7,3,2000,6,2,-1,199602
2,197002,1,4,1,2,5,1,-1,-1,-1,6,2,-1,199210
1,197405,1,4,1,2,1,1,6,3,10000,7,2,-1,199902
2,197605,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200508
1,197905,1,3,1,2,1,1,4,3,6000,2,2,-1,200410
2,198203,1,4,1,2,5,2,-1,-1,-1,7,2,-1,200508
2,197004,1,4,2,2,1,2,6,1,2000,7,1,1,199012
1,198108,1,4,1,2,1,1,6,1,2500,2,2,-1,200607
1,197004,1,3,1,2,1,1,6,3,500,2,2,-1,199501
1,198412,1,3,1,2,1,1,6,3,2000,6,2,-1,200712
2,196801,1,3,1,2,1,1,8,3,1000,6,2,-1,199512
1,198001,1,4,1,2,1,1,6,3,8000,6,2,-1,200402
2,197411,1,3,1,2,1,1,6,3,1500,2,2,-1,199710
2,197201,1,3,1,2,1,1,6,3,1000,2,2,-1,199410
1,198901,1,3,1,1,1,1,4,1,2800,9,2,-1,-1
1,197205,1,3,1,2,1,1,4,1,2800,9,2,-1,199508
1,196804,1,3,1,2,1,1,4,1,2800,9,2,-1,198801
1,198204,1,3,1,1,1,2,4,1,2800,9,2,-1,-1
1,198501,13,4,1,1,1,3,4,1,2800,9,2,-1,-1
1,196505,1,2,1,2,1,3,4,1,2800,9,2,-1,198705
1,197803,1,3,1,2,1,3,4,1,2800,9,2,-1,199901
2,196209,1,3,1,2,1,3,4,1,2600,9,2,-1,198206
1,196809,1,2,1,2,1,3,4,1,2800,9,2,-1,199009
1,197112,1,3,1,2,1,3,4,1,2800,9,2,-1,199309
1,199212,1,3,1,1,1,3,4,1,2000,9,2,-1,-1
1,198806,1,3,1,1,1,3,4,1,2800,9,2,-1,-1
1,198704,1,4,1,1,1,3,4,1,2800,9,2,-1,-1
1,197511,1,3,1,2,1,3,4,1,2800,9,2,-1,199805
1,197402,1,3,1,2,1,3,4,1,2800,9,2,-1,200105
1,198811,1,3,1,1,1,3,4,1,2800,9,2,-1,-1
1,199002,1,3,1,1,1,3,4,1,2800,9,2,-1,-1
1,198711,1,3,1,1,1,3,4,1,2800,9,2,-1,-1
1,196204,1,3,1,2,1,3,4,1,2800,9,2,-1,198501
1,198807,1,3,1,1,1,3,4,1,2800,9,2,-1,-1
2,197811,1,6,1,2,1,3,8,2,10000,7,3,-1,200408
1,197710,1,6,2,2,1,1,15,1,5000,7,3,-1,200610
1,198706,1,3,1,2,1,3,15,1,4000,2,3,-1,201112
1,198703,1,3,1,2,1,1,8,1,4000,2,3,-1,200512
2,198406,1,7,2,2,3,3,-1,-1,-1,7,3,-1,200704
2,198207,1,6,2,2,1,3,15,1,5000,7,3,-1,201104
2,197812,1,7,2,2,1,3,10,1,3000,7,3,-1,200802
1,198304,1,7,2,2,1,1,8,1,20000,7,3,-1,201111
2,198411,1,3,1,3,1,1,8,2,2500,2,3,-1,200608
1,198105,1,7,2,2,1,3,8,1,20000,7,3,-1,200909
2,198004,1,5,2,2,1,1,5,1,2000,2,3,-1,200412
1,198103,1,6,2,2,1,3,8,2,20000,7,3,-1,200907
2,197809,1,6,2,2,1,1,8,1,3000,7,3,-1,200505
1,197812,1,7,2,2,1,1,9,1,5000,7,3,-1,200609
2,198407,1,7,2,2,3,1,-1,-1,-1,7,3,-1,200911
1,197703,1,7,2,2,1,1,5,1,5000,2,3,-1,200602
2,198705,1,7,2,2,1,1,8,1,4000,7,3,-1,200903
1,197910,1,3,1,2,1,1,8,1,4000,7,3,-1,200507
2,198601,1,6,2,2,4,1,-1,-1,-1,7,3,-1,201002
1,197906,1,4,2,2,1,1,15,1,5000,2,3,-1,200809
1,197906,1,3,1,2,1,1,10,2,3000,2,2,-1,200202
2,198109,1,6,2,2,1,3,12,1,4700,7,1,2,200703
1,198003,1,3,1,2,1,1,12,1,1900,4,1,1,200008
1,198401,1,3,1,1,1,1,12,1,1800,4,2,-1,-1
1,198810,1,6,1,1,1,1,12,1,3500,2,2,-1,-1
1,197007,1,3,1,2,1,2,6,2,2000,2,2,-1,199212
1,197405,1,2,1,2,1,2,12,1,1900,4,2,-1,199511
2,199306,1,6,1,1,1,1,12,1,600,4,1,1,-1
1,197907,1,6,2,2,1,3,12,1,5000,7,2,-1,199906
2,198204,1,7,2,2,1,3,13,1,3700,7,1,2,200807
2,198502,1,7,2,1,1,1,12,1,2600,1,1,3,-1
1,199309,1,5,1,1,1,2,6,2,2000,2,2,-1,-1
2,198002,1,3,1,2,5,2,-1,-1,-1,2,2,-1,200202
1,198206,1,4,1,1,1,1,12,1,4500,4,2,-1,-1
1,197103,1,6,2,4,1,1,12,1,4000,4,2,-1,199609
2,199402,1,5,2,1,1,2,12,1,845,4,2,-1,-1
2,198812,1,6,1,1,1,2,12,1,1700,4,3,-1,-1
2,198104,2,6,2,2,1,1,12,1,7000,7,2,-1,200501
2,197210,1,2,1,2,1,2,6,2,2000,2,2,-1,199212
2,199003,1,6,2,1,1,1,12,1,2400,4,1,2,-1
1,197005,1,4,1,2,2,1,1,1,4000,7,2,-1,199408
2,197503,1,7,2,1,1,1,12,1,2300,7,1,2,-1
2,198009,1,7,2,2,5,1,-1,-1,-1,7,3,-1,200809
1,196611,1,6,2,2,1,1,1,3,5000,7,1,3,200306
1,198005,1,6,2,2,1,1,6,1,4000,7,1,2,200606
2,195409,1,4,2,2,7,1,-1,-1,-1,7,1,1,197812
2,195504,1,6,2,2,7,1,-1,-1,-1,7,1,1,197605
1,197505,1,7,2,2,1,1,15,1,15000,7,1,2,200603
2,197810,1,3,2,2,1,1,6,1,2500,7,2,-1,200005
2,195311,1,6,2,2,7,1,-1,-1,-1,7,1,1,198001
2,198210,1,7,2,2,5,1,-1,-1,-1,7,2,-1,200811
2,198604,1,6,2,2,1,1,7,1,3000,7,1,1,200905
2,198003,1,6,2,2,5,1,-1,-1,-1,7,3,-1,200606
1,197502,1,6,2,2,1,1,4,1,4500,7,2,-1,200010
2,198410,1,4,1,2,1,1,12,1,3000,7,1,1,200801
1,195507,1,7,2,2,7,1,-1,-1,-1,7,2,-1,197907
1,197712,1,7,2,2,1,3,12,1,8000,7,1,2,200309
2,198301,1,6,2,2,1,1,8,1,10000,7,1,1,200702
2,198302,1,3,1,2,5,1,-1,-1,-1,7,3,-1,200807
2,197309,1,6,2,2,1,1,6,1,5000,7,1,1,199909
2,198510,1,4,2,2,5,2,-1,-1,-1,7,2,-1,200808
1,198210,1,4,1,1,1,1,7,1,2000,2,2,-1,-1
1,198911,1,3,1,1,1,2,7,1,1800,2,2,-1,-1
1,198207,1,3,1,1,1,1,7,1,3500,2,2,-1,-1
1,197007,1,7,1,2,1,1,1,1,7000,7,1,2,200101
2,197302,1,3,1,2,1,2,15,1,2500,2,1,2,200208
1,195304,1,6,2,2,1,1,11,1,4000,7,1,2,197910
1,198306,1,6,1,2,1,1,7,1,5000,7,1,2,200605
1,197507,2,7,1,2,1,1,10,1,10000,7,1,2,200001
1,197109,1,2,1,2,1,1,8,1,1200,7,2,-1,200010
1,197510,1,6,1,2,1,1,4,1,5000,7,1,2,200106
1,196904,1,3,1,2,1,1,4,2,10000,7,2,-1,199810
1,196703,1,4,1,2,1,1,1,1,5000,7,1,2,199210
2,197611,1,2,1,2,1,2,8,1,1500,6,2,-1,199611
2,197801,1,3,1,2,1,3,8,1,1500,6,2,-1,199901
2,198606,1,3,1,1,1,3,7,1,1500,4,2,-1,-1
1,199203,1,3,1,1,1,3,7,1,1500,2,2,-1,-1
2,197909,1,3,1,2,5,3,-1,-1,-1,2,2,-1,200210
1,197110,1,3,1,2,1,1,5,2,7000,7,2,-1,199010
2,197405,1,3,2,2,5,1,-1,-1,-1,2,2,-1,199402
2,199208,1,3,1,1,1,1,1,1,1000,4,1,3,-1
2,198710,1,7,2,1,1,2,1,1,3000,4,1,3,-1
2,199406,1,4,1,1,1,1,1,1,1500,4,1,3,-1
2,197205,1,3,1,2,1,1,1,1,2000,4,1,1,198310
2,199208,1,3,1,1,1,1,1,1,2000,4,1,3,-1
2,199102,1,3,1,1,1,1,1,1,2000,4,1,3,-1
2,199211,1,3,1,1,1,1,1,1,2000,4,1,3,-1
2,199103,1,3,1,1,1,1,1,1,2000,4,1,3,-1
2,199402,1,3,1,1,1,1,1,1,2000,4,1,3,-1
2,197609,1,3,1,2,1,1,1,1,2000,4,1,3,200910
2,199403,1,5,1,1,1,2,1,1,1800,4,1,3,-1
2,199507,1,5,1,1,1,2,1,1,1800,4,1,3,-1
2,199308,1,3,1,1,1,2,1,1,1500,4,1,3,-1
2,199401,1,5,2,1,1,1,1,1,2200,4,1,3,-1
2,199210,1,3,1,1,1,2,1,1,1500,4,3,-1,-1
2,199206,1,3,1,1,1,2,1,1,1500,4,3,-1,-1
2,197211,1,3,1,2,1,1,1,1,2000,4,1,3,199602
2,199102,1,3,1,1,1,2,1,1,1500,4,1,3,-1
2,197203,1,3,1,2,1,2,1,1,2100,4,1,3,199503
2,199102,1,4,1,1,1,1,1,1,2000,4,1,3,-1
2,197008,1,3,1,2,1,1,8,1,2500,4,1,1,199501
1,198401,1,3,1,2,1,2,1,1,2500,6,2,-1,200805
1,197309,1,1,1,2,1,1,1,1,3000,2,1,1,200005
1,196706,1,2,1,2,1,1,1,1,4000,6,2,-1,199009
2,198408,1,6,2,2,1,1,1,1,3000,4,1,2,200907
2,197407,1,2,1,2,5,1,-1,-1,-1,2,2,-1,199704
2,197608,1,3,1,2,1,1,8,1,2800,4,1,3,199805
1,198411,1,3,1,2,1,1,1,1,4500,6,2,-1,200701
2,197902,1,3,1,2,1,2,1,1,2200,4,2,-1,199911
1,197002,1,3,1,2,1,1,1,1,3800,4,2,-1,199209
2,198206,1,3,1,2,1,1,8,1,3000,2,1,3,200212
1,197707,1,3,1,2,1,1,1,1,2500,6,2,-1,200112
2,197601,1,3,1,2,1,1,1,1,2500,6,2,-1,199602
1,198811,1,3,1,2,1,2,1,1,1500,6,2,-1,201012
2,197804,1,3,1,2,1,1,1,1,3000,6,1,2,200012
1,198707,1,3,1,2,3,1,-1,-1,-1,2,2,-1,201101
1,197506,1,3,1,2,1,1,1,1,3000,2,2,-1,199710
1,197302,1,5,1,2,1,1,1,1,2800,6,1,2,199812
2,196305,1,3,1,2,1,2,1,1,1800,6,2,-1,198602
2,197509,1,2,1,2,1,1,8,1,2300,2,1,2,199511
1,197709,1,3,1,2,1,1,6,3,5000,2,2,-1,200310
1,196903,1,3,1,2,1,1,7,3,2400,2,2,-1,199111
1,197408,1,2,1,2,1,1,6,3,3000,2,2,-1,199703
1,198004,1,3,1,2,1,1,6,3,3000,2,2,-1,200302
2,196801,1,2,1,2,1,1,8,4,3000,2,2,-1,198805
2,197212,1,2,2,2,1,1,7,1,2000,2,2,-1,199301
2,198101,1,2,1,2,1,1,3,1,3000,2,2,-1,199801
2,198205,1,2,1,2,1,1,6,3,5000,2,2,-1,200112
1,197811,1,3,1,1,1,1,4,1,3500,2,2,-1,-1
1,198108,1,3,1,2,1,1,4,3,2000,2,2,-1,200310
2,198903,1,7,1,1,1,1,15,1,2000,2,1,1,-1
1,195607,1,3,1,2,1,1,15,3,2000,2,2,-1,198201
2,197303,1,2,1,2,1,1,7,3,5000,2,2,-1,199401
2,197406,1,2,1,2,1,1,6,3,10000,7,2,-1,199508
1,197201,1,3,1,2,1,1,10,3,4000,2,2,-1,199509
2,195403,1,1,1,2,5,1,-1,-1,-1,2,2,-1,197901
1,196905,1,2,1,2,1,1,7,3,5000,2,2,-1,200010
1,196603,1,3,1,2,1,1,4,1,4000,2,2,-1,199203
1,198612,1,3,1,2,1,1,7,3,5000,2,2,-1,201110
2,198209,1,3,1,2,1,1,6,3,3000,2,2,-1,200912
2,196404,1,1,1,2,1,1,6,4,800,2,2,-1,198601
1,198402,1,3,1,2,1,2,10,1,2000,2,1,3,200501
2,198801,1,4,1,1,1,1,6,3,2000,2,2,-1,-1
2,196812,1,2,1,2,1,1,8,3,3500,2,2,-1,198811
1,197807,1,3,1,2,1,1,6,3,2000,2,2,-1,200505
2,197608,1,3,1,2,1,1,6,3,1500,2,2,-1,200008
2,197404,1,3,1,2,1,1,7,3,5000,2,2,-1,199408
1,197008,1,3,1,2,1,1,6,3,2000,2,2,-1,199512
1,198604,1,7,2,1,1,1,10,1,1500,2,2,-1,-1
2,199008,1,4,1,2,1,1,6,3,3000,2,2,-1,201112
1,196401,1,3,1,2,1,1,7,3,1500,2,2,-1,198511
2,198401,1,3,1,2,1,1,6,4,800,2,2,-1,200611
2,197204,1,3,1,2,1,1,6,3,2000,2,2,-1,199001
1,197110,1,4,1,2,1,1,7,1,3000,2,1,3,200108
2,198812,1,3,1,2,1,1,8,3,1000,2,2,-1,201002
1,196712,1,3,1,2,1,1,6,3,1500,2,2,-1,199008
1,197002,1,2,1,2,1,1,7,3,5000,2,2,-1,199612
2,198211,3,3,1,2,1,1,6,3,4000,2,2,-1,200210
1,199404,1,3,1,1,1,1,8,1,700,2,2,-1,-1
1,198706,1,3,1,2,1,1,10,1,2000,2,1,3,201001
2,199106,1,7,2,1,6,1,-1,-1,-1,2,1,2,-1
1,198706,1,7,1,1,1,1,15,1,5000,2,1,2,-1
2,198111,1,3,1,2,1,1,8,2,1500,2,2,-1,200101
1,197610,1,3,1,2,1,1,7,2,10000,2,2,-1,200510
1,198204,1,4,1,2,1,1,7,1,3000,2,2,-1,200501
1,198612,1,7,1,1,1,1,8,1,3000,2,2,-1,-1
1,197410,1,3,1,2,1,1,4,1,2800,2,2,-1,199810
1,196809,1,6,2,3,1,1,1,1,3000,2,1,2,199001
2,198806,1,7,1,1,1,1,12,1,2000,2,1,1,-1
1,198608,1,6,2,1,1,1,4,1,5000,2,2,-1,-1
2,198811,1,7,2,1,1,1,15,1,2000,2,1,1,-1
2,198708,1,7,1,1,1,1,8,1,2800,2,1,1,-1
1,199303,1,7,1,1,6,1,-1,-1,-1,2,1,1,-1
1,199011,1,7,2,1,6,1,-1,-1,-1,2,1,1,-1
1,198608,1,7,2,1,1,1,7,1,2500,2,2,-1,-1
2,198102,1,3,1,2,1,1,7,1,1800,2,2,-1,200302
2,198512,1,4,1,2,5,1,-1,-1,-1,2,2,-1,200405
2,198308,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200301
2,198709,10,7,2,1,1,1,10,1,3000,2,1,1,-1
1,198701,1,7,2,1,1,1,10,1,4000,2,1,1,-1
1,198808,1,6,2,1,1,1,8,1,2400,1,1,1,-1
2,198701,1,6,2,1,1,1,8,1,2000,1,1,3,-1
1,198910,1,6,2,1,1,1,8,1,2000,1,1,3,-1
1,198702,1,6,2,1,1,1,8,1,1800,1,1,3,-1
2,198711,1,6,2,1,1,1,8,1,1800,1,1,3,-1
2,198711,1,6,2,1,1,1,8,1,1800,1,1,3,-1
2,198906,1,6,2,1,1,1,8,1,1800,1,1,3,-1
1,199106,1,6,2,1,1,1,8,1,1500,1,1,3,-1
1,199003,1,6,2,1,1,1,8,1,1800,1,1,3,-1
1,199210,1,6,2,1,1,1,8,1,2000,1,1,3,-1
1,199204,1,6,1,1,1,1,8,1,2400,1,1,1,-1
1,199103,1,6,2,1,1,1,8,1,1800,1,1,3,-1
2,198909,1,6,2,1,1,1,8,1,800,1,1,3,-1
1,199106,1,6,2,1,1,1,8,1,1800,1,1,3,-1
1,199204,1,6,2,1,1,1,8,1,2500,1,1,3,-1
1,199003,1,6,1,1,1,1,8,1,1800,1,1,1,-1
1,198710,1,6,1,1,1,1,8,1,1800,1,1,1,-1
1,199007,1,6,2,1,1,1,8,1,2000,1,1,3,-1
1,199002,1,6,2,1,1,1,8,1,1800,1,1,1,-1
1,199005,1,6,2,1,1,1,8,1,2000,1,1,3,-1
2,197601,1,5,2,2,4,3,-1,-1,-1,7,2,-1,200001
1,197612,1,6,2,2,1,1,13,1,4000,7,1,1,200310
1,197506,1,6,2,4,1,1,10,1,3000,7,1,2,200505
2,197305,14,5,2,2,1,1,8,1,1800,7,2,-1,199905
1,198209,1,7,2,2,1,1,13,1,4000,7,1,2,200905
1,197410,1,4,1,2,1,1,7,3,5000,7,2,-1,199805
1,197509,1,5,2,2,1,1,1,1,3000,7,1,2,199412
1,197802,1,4,2,2,1,1,1,1,2700,7,1,2,200701
2,198604,1,6,2,1,1,1,15,1,3500,7,1,1,-1
2,197505,1,3,2,2,1,1,8,3,5000,7,2,-1,200005
2,198107,1,7,2,2,1,1,9,1,2000,7,2,-1,200909
2,197008,1,6,1,2,1,1,6,2,4000,7,1,3,199811
2,198111,1,4,1,2,4,1,-1,-1,-1,7,2,-1,200401
2,198601,1,5,2,2,3,1,-1,-1,-1,7,1,2,200909
1,197408,1,3,2,2,1,1,15,3,10000,7,1,2,199907
1,198501,3,6,2,2,1,1,6,2,10000,7,2,-1,200808
2,197909,1,3,1,2,4,1,-1,-1,-1,7,2,-1,200411
1,197004,1,6,2,2,1,1,15,3,4000,7,2,-1,199309
2,196811,1,4,2,2,4,2,-1,-1,-1,7,2,-1,199102
2,198009,1,8,2,2,1,1,9,1,4500,7,1,1,200804
1,197302,1,4,2,2,1,1,1,1,4000,7,1,2,199705
2,197202,1,4,1,2,4,1,-1,-1,-1,7,2,-1,200002
1,198002,1,4,1,2,1,1,8,1,5000,2,1,2,200201
1,198902,1,3,1,1,1,1,7,1,3000,4,2,-1,-1
2,197308,1,3,1,2,1,1,8,1,1800,7,1,3,199210
1,197707,3,4,1,2,1,1,6,3,5000,7,2,-1,200212
1,198403,1,4,1,2,1,1,8,3,1000,6,2,-1,200901
1,196308,1,3,1,2,1,1,6,3,2000,6,2,-1,198908
2,198508,1,4,1,2,1,1,6,3,3000,2,2,-1,200511
1,197209,1,4,1,2,1,1,1,1,3000,2,1,2,199605
2,196301,1,4,1,2,1,1,6,3,1000,1,2,-1,198601
1,197102,1,3,1,2,1,1,7,3,3000,2,2,-1,199412
1,197003,1,2,1,2,1,1,8,3,1500,6,2,-1,199102
1,196306,1,3,1,2,1,1,6,3,2500,7,2,-1,198810
2,197208,1,3,1,2,1,1,6,3,1000,6,2,-1,198902
1,197302,20,2,1,2,1,1,7,3,2000,1,1,3,198810
2,197110,1,3,2,2,1,1,8,1,1600,2,2,-1,199408
1,196611,1,4,1,2,1,1,6,3,2000,1,2,-1,198601
1,198503,1,5,1,2,1,1,1,1,2800,2,1,2,201102
2,196905,1,3,1,2,1,1,7,3,1000,2,2,-1,199805
2,197505,1,3,1,2,5,1,-1,-1,-1,2,2,-1,199802
2,198007,1,3,1,2,1,1,1,1,1600,2,1,3,200112
1,198103,1,4,1,2,1,1,13,1,3500,2,1,1,200301
2,197409,1,2,1,2,1,1,1,1,1600,2,1,1,199412
2,198203,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200309
2,196510,1,2,1,2,1,1,1,1,1600,2,1,1,198509
2,198209,1,7,1,2,5,2,-1,-1,-1,5,1,1,200703
1,197209,1,4,2,2,1,1,6,3,1580,2,2,-1,199708
2,198306,1,3,1,2,5,2,-1,-1,-1,8,2,-1,200411
1,197408,1,3,1,2,1,1,10,3,2000,1,2,-1,199312
2,197103,1,3,1,2,1,1,1,1,2400,2,2,-1,199312
1,196010,1,2,1,2,1,1,4,1,4000,2,2,-1,198210
2,196906,1,2,1,2,1,1,1,1,1500,2,2,-1,198901
2,197812,1,3,1,2,5,1,-1,-1,-1,7,2,-1,200605
2,197210,1,3,1,2,4,1,-1,-1,-1,2,2,-1,199010
1,198205,1,5,1,2,1,1,1,1,5000,2,2,-1,200410
1,199310,1,3,1,1,4,1,-1,-1,-1,2,2,-1,-1
2,197504,1,5,2,2,1,1,1,1,2800,5,1,2,200605
2,196412,1,3,1,3,1,1,1,1,1800,2,1,3,198711
2,197409,1,3,1,2,5,1,-1,-1,-1,2,2,-1,199712
1,196010,1,3,2,2,4,1,-1,-1,-1,2,2,-1,198205
2,198911,1,3,1,1,1,2,6,1,2500,4,2,-1,-1
1,198108,1,4,1,2,1,1,6,3,6000,2,2,-1,200312
2,196309,1,3,1,2,1,2,6,3,2000,2,2,-1,198612
2,197711,1,2,1,2,1,2,6,3,3000,2,2,-1,199802
2,199102,1,5,1,2,4,2,-1,-1,-1,2,2,-1,201006
2,198512,1,3,1,2,1,1,6,3,3000,2,2,-1,201011
1,197410,1,3,2,2,1,1,6,3,3000,2,2,-1,199310
1,199112,1,3,1,1,1,1,6,3,3500,2,2,-1,-1
1,197412,1,3,1,2,1,1,6,3,10000,2,2,-1,199602
1,197209,1,3,1,2,1,1,1,1,3200,2,1,1,199704
1,197008,1,3,1,2,1,1,6,3,1500,2,2,-1,199101
1,199006,1,3,1,2,1,1,6,3,5000,2,2,-1,201102
2,198005,1,4,1,2,1,1,6,1,5000,2,2,-1,200210
1,197710,1,5,2,2,1,1,4,1,3000,2,2,-1,200301
1,198104,1,4,1,2,1,2,10,3,2300,2,2,-1,200505
1,198912,1,3,1,2,1,1,15,1,2000,2,2,-1,201010
2,199006,1,3,1,2,4,3,-1,-1,-1,2,2,-1,201105
2,196210,1,2,1,2,1,1,6,3,3000,2,2,-1,198501
1,198002,1,3,1,2,1,2,10,3,2600,2,2,-1,200210
1,198403,1,3,1,2,1,2,8,1,2100,2,1,1,200610
1,197810,1,3,1,2,1,1,12,3,8000,2,2,-1,200012
1,198209,1,3,1,2,1,1,7,2,5000,6,2,-1,200501
2,198506,1,5,1,2,5,2,-1,-1,-1,2,2,-1,200808
2,197906,1,6,2,2,1,2,15,1,3200,2,1,1,-9
2,198102,1,5,1,2,1,1,8,1,2100,2,2,-1,200502
1,199110,1,3,1,2,1,1,15,3,3500,2,2,-1,201110
1,198212,1,3,1,2,1,1,8,1,8000,2,2,-1,200611
1,197809,1,3,1,2,1,1,8,1,3900,2,2,-1,200110
2,197504,1,4,1,2,1,1,8,1,6000,7,2,-1,199901
1,198403,1,7,2,2,1,2,13,1,8200,2,1,1,201011
2,198707,1,3,1,2,1,2,7,1,2400,2,2,-1,200711
2,198205,1,6,1,2,1,1,13,1,3000,2,1,3,200905
1,197304,1,2,1,2,1,2,8,1,3000,2,2,-1,-9
1,197707,1,4,2,2,1,1,8,1,8000,7,2,-1,200904
1,198009,1,3,1,2,1,2,13,1,2500,2,2,-1,200405
1,198207,1,6,2,2,1,2,13,1,5600,2,1,3,200804
2,197912,1,7,2,2,1,1,14,1,2900,2,1,1,201010
1,198104,1,4,1,2,1,1,13,1,3000,2,2,-1,-9
1,198709,1,3,1,2,1,2,15,3,3500,1,2,-1,200801
1,198308,1,3,2,2,1,1,4,2,20000,7,2,-1,200608
1,198008,1,7,2,2,1,1,15,1,2500,5,2,-1,200305
1,197909,1,6,2,2,1,1,13,1,10000,5,1,1,200610
1,198301,1,6,1,2,1,1,4,1,12000,2,1,3,201101
2,198001,1,6,2,2,1,1,1,1,3000,2,1,3,200204
2,198108,1,8,2,2,1,1,13,1,6800,2,1,1,201012
2,197801,1,6,2,4,3,1,-1,-1,-1,7,2,-1,200005
2,198201,1,6,1,2,1,1,15,1,8000,2,1,1,201112
