rate
0.1
0.375
0.075
0
0.1
0.025
0
0.2
0.025
0.025
0.025
0.025
0
0
0
0
0
0.025
0
0
0
0
0
0
0
0
0
0
0
0
0.341176471
0.376470588
0.011764706
0.058823529
0.058823529
0.011764706
0.011764706
0.035294118
0.058823529
0
0
0
0.011764706
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.011764706
0
0.011764706
0.176723164
0.162937853
0.054915254
0.034124294
0.01559322
0.004067797
0.009491525
0.007231638
0.008361582
0.004519774
0.004067797
0.002033898
0.001581921
0.000225989
0
0
0
0.000225989
0.000451977
0.001129944
0
0.000451977
0.001355932
0
0
0
0.000903955
0.005649718
0
0.001129944
0.047409733
0.035164835
0.017896389
0.053375196
0.008163265
0.000313972
0.001255887
0.005965463
0.008477237
0.00533752
0.001569859
0.000627943
0.000627943
0.000941915
0.000941915
0.000313972
0
0.000313972
0
0
0
0
0
0
0
0.000627943
0.000313972
0.001255887
0
0.000627943
0.031376792
0.031917771
0.021368677
0.047606167
0.056802813
0.010549094
0.020016229
0.002704896
0.003516365
0.000811469
0.001622938
0.00027049
0.00027049
0
0.00027049
0
0
0
0
0.000540979
0
0
0
0
0
0
0.00027049
0
0
0.00027049
0.053240741
0.035185185
0.018981481
0.005092593
0.016203704
0.029166667
0.031018519
0.008796296
0.007407407
0.002777778
0.001388889
0
0
0.000925926
0
0
0
0.001388889
0
0.000925926
0
0
0.000925926
0.000925926
0
0
0.000462963
0.000462963
0
0.000462963
0.043133803
0.040492958
0.022007042
0.006161972
0.021566901
0.17165493
0.094190141
0.009242958
0.010123239
0.004401408
0.004841549
0.001320423
0.002640845
0.007042254
0
0
0.000440141
0
0
0.001760563
0
0
0
0.000440141
0
0
0
0
0
0.000440141
0.03607289
0.055224991
0.039419859
0.003346969
0.025474154
0.154890294
0.049088881
0.006507996
0.005950167
0.002975084
0.001487542
0.001115656
0.001301599
0.003532912
0
0
0
0.000929714
0
0.000929714
0
0
0
0.000185943
0
0
0
0.000185943
0
0
0.129032258
0.129032258
0
0.064516129
0.032258065
0.064516129
0
0.032258065
0.290322581
0.064516129
0.096774194
0.032258065
0.064516129
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.03733505
0.029288703
0.018667525
0.015127132
0.006115224
0.01577084
0.006758931
0.008046347
0.208561313
0.038300612
0.028001287
0.005149662
0.007080785
0.000643708
0
0.000643708
0
0.001609269
0.001287416
0.000643708
0
0
0.001931123
0.001287416
0
0
0.002252977
0.002574831
0
0.001287416
0.040880503
0.058176101
0.051362683
0.048218029
0.008909853
0.020964361
0.013102725
0.009433962
0.115303983
0.075995807
0.080712788
0.027253669
0.022536688
0.000524109
0.001048218
0.002096436
0.000524109
0.00524109
0.003144654
0.004716981
0.001048218
0
0.008385744
0.006289308
0
0.000524109
0.011530398
0.007337526
0
0.001572327
0.036187907
0.034389751
0.012699483
0.010114633
0.003708699
0.009665093
0.004158238
0.004045853
0.147673635
0.178691841
0.139469544
0.015171949
0.008541245
0.001348618
0.000674309
0.000561924
0
0.00303439
0.000112385
0.002135311
0
0
0.000674309
0.000449539
0
0
0.000449539
0.003483929
0
0.001348618
0.029304029
0.017094017
0.028897029
0.018722019
0.006919007
0.010582011
0.004477004
0.002442002
0.064306064
0.05046805
0.031339031
0.021571022
0.028490028
0.002442002
0
0.000814001
0.000814001
0.016687017
0.000814001
0.013838014
0.002849003
0.000407
0.004884005
0.004477004
0
0.000407
0.000814001
0.000814001
0
0
0.021986353
0.006065201
0.007834218
0.008086935
0.003538034
0.004548901
0.00227445
0.000505433
0.053575941
0.034622189
0.165024008
0.010866818
0.142026788
0.000252717
0
0.000505433
0.001263584
0.044983573
0.002527167
0.016679303
0.000505433
0.00075815
0.00227445
0.003790751
0
0
