procode,gbcode,q101a1,q101b1,q101c1,q101e1,q101f1,q101g1,q101h1,q101i1,q101j1,q101k1,q101l1,q101m1,q101a2,q101a3,q101a4,q101a5,q101a6,q201,q202,q203,q204,q205,q206,q207,q208,q209,q211,q212,q213,q301,q302,q304,q305,q306,q307,q308,q309,q310,q311,q312,q313,q314,q315,q316
11,110108,1,2,198508,1,3,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,7,43,6,1,2000,6,12,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,199204,1,3,1,1,3,1,1,2012,1,-1,-1,-1,-1,-1,2012,2,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,198708,1,2,1,2,4,1,1,2010,1,2,-1,-1,-1,-1,2010,3,-1,-1,-1,-1,-1,-1,-1,1,2,-1,200805,0,-1,-1,2,-1,-1,-1,-1,1,1,1,1,1,1
11,110108,1,1,197308,1,3,1,2,1,1,1,2009,1,2,3,-1,-1,-1,2009,1,13,20,7,1,7000,5,8,1,1,1,200103,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,198701,1,6,2,2,1,1,1,2010,1,2,-1,-1,-1,-1,2010,1,8,48,6,1,3000,5,8,1,2,-1,201205,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,198402,1,4,1,2,1,1,1,1995,1,2,3,5,5,-1,1995,1,8,20,2,1,2700,6,8,4,2,-1,200908,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,198210,1,3,1,1,1,1,1,2010,1,5,5,-1,-1,-1,2010,1,7,43,6,1,4000,6,10,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,197510,1,3,1,2,1,1,1,2000,1,2,3,-1,-1,-1,2000,1,8,48,6,1,2000,5,8,4,2,-1,200210,1,2,-1,1,201110,7,2,7,0,2,2,1,1,1
11,110108,1,2,196802,1,2,1,2,5,1,1,2010,1,2,3,3,-1,-1,2010,4,-1,-1,-1,-1,-1,-1,-1,1,2,-1,198811,2,-1,-1,1,199112,2,2,7,0,3,2,2,1,2
11,110108,1,2,197006,1,3,1,2,1,1,1,2010,1,2,3,-1,-1,-1,2010,1,9,48,3,1,6000,5,8,1,1,2,199004,1,1,1,1,199108,4,2,7,0,1,2,2,1,1
11,110108,1,2,198202,1,3,1,2,1,1,1,2010,1,2,3,3,-1,-1,2010,1,6,41,5,3,6000,7,10,5,2,-1,200210,2,-1,-1,1,200712,7,2,1,0,2,2,1,1,2
11,110108,1,2,197006,1,3,1,2,1,1,1,2010,2,2,3,-1,-1,-1,2010,1,13,45,2,1,900,7,8,4,2,-1,199201,1,1,2,1,199401,3,2,1,0,1,1,1,1,1
11,110108,1,1,198007,1,3,1,2,1,1,1,2009,1,2,3,3,-1,-1,2009,1,6,42,5,3,5000,7,14,1,2,-1,200910,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,196504,1,3,1,2,1,1,1,2010,1,2,3,3,3,3,2010,1,7,41,5,3,3000,7,13,1,2,-1,198502,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,195911,1,3,1,2,1,1,1,2010,1,2,3,3,3,-1,1987,1,13,20,2,1,3500,5,8,1,2,-1,198101,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,197003,1,3,1,2,1,1,1,2010,1,2,3,3,-1,-1,2010,1,7,42,5,3,3000,7,12,1,2,-1,199301,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,196304,1,3,1,2,1,1,1,2010,1,2,3,3,-1,-1,2010,1,6,41,5,3,5000,7,12,1,2,-1,198302,2,-1,-1,1,198702,2,2,7,0,2,2,2,4,1
11,110108,1,1,197810,1,1,1,2,1,1,1,2010,1,2,3,-1,-1,-1,2010,1,12,48,6,1,2000,7,12,1,2,-1,199801,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,197701,1,3,1,2,1,1,1,2010,1,2,3,-1,-1,-1,2010,1,6,41,5,3,7000,7,10,5,2,-1,199702,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,199211,1,3,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2010,1,7,43,6,1,2300,6,11,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,197203,1,3,1,3,1,1,1,1989,1,2,3,3,-1,-1,1989,1,4,47,5,3,4000,5,8,2,2,-1,199402,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,197907,1,3,1,2,1,1,1,2012,1,2,3,-1,-1,-1,2000,1,6,42,5,3,2000,7,8,2,2,-1,200404,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,198508,2,4,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2011,1,8,46,2,4,1700,4,10,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,199212,1,4,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2006,1,8,46,6,1,2000,7,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,199402,1,4,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2011,1,8,46,2,3,2000,7,10,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,199211,1,3,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2008,1,8,46,6,1,2000,7,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,199211,1,5,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2010,1,8,46,6,1,2000,7,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,197608,1,3,1,2,1,1,1,2001,1,2,3,3,-1,-1,2000,1,11,48,2,1,1500,5,8,4,1,1,199110,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,196602,1,3,1,2,1,1,1,1996,1,2,3,3,-1,-1,1996,1,7,41,5,3,1000,7,12,2,2,-1,198711,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,197103,1,1,1,2,1,1,1,1987,1,2,3,3,-1,-1,1987,1,7,41,5,2,1000,7,12,2,2,-1,199310,2,-1,-1,1,200005,2,1,2,0,2,2,2,3,1
11,110108,1,2,198504,1,3,1,2,1,1,1,2012,1,2,3,-1,-1,-1,2000,1,7,41,5,3,2000,7,8,2,1,1,200402,1,2,-1,1,200506,3,1,2,0,1,1,2,2,1
11,110108,1,1,196508,1,3,1,2,1,1,1,1992,1,2,3,3,-1,-1,1992,1,8,48,6,1,20000,2.5,10,1,1,1,198901,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,197206,1,3,1,1,1,1,1,1980,1,5,5,-1,-1,-1,1980,1,15,48,2,1,1500,5,8,5,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,197202,1,6,2,2,1,1,1,2002,1,2,-1,-1,-1,-1,2002,1,13,20,6,3,6000,7,10,2,2,-1,199711,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,198401,1,3,1,2,1,1,1,2005,1,2,3,-1,-1,-1,2005,1,6,48,5,1,2000,6,8,5,2,-1,200511,1,2,-1,1,200603,7,2,5,0,1,2,2,1,1
11,110108,1,1,198204,1,7,1,2,1,1,1,2003,1,2,3,-1,-1,-1,2003,1,13,20,2,1,3000,5,8,2,1,2,200505,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,198010,1,3,1,2,1,1,1,2004,1,2,3,-1,-1,-1,2004,1,15,48,2,1,2000,7,6,1,1,2,200903,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,198106,1,6,1,2,5,1,1,2005,1,2,3,-1,-1,-1,2004,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200910,1,2,-1,1,201108,2,2,6,0,2,2,2,1,1
11,110108,1,2,198108,1,3,1,2,1,1,1,1996,2,2,3,-1,-1,-1,1996,1,6,48,5,3,4000,7,10,2,1,3,200403,1,2,-1,1,200704,7,2,1,0,3,2,2,1,1
11,110108,1,1,198003,2,6,2,2,1,1,1,2004,2,2,5,-1,-1,-1,2000,1,1,20,6,1,5000,5,8,2,1,2,200609,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,196810,1,2,1,2,1,1,1,2012,1,2,3,-1,-1,-1,2012,1,6,42,5,3,1500,7,12,2,2,-1,199005,1,1,1,1,199910,3,1,2,0,2,2,2,3,2
11,110108,1,2,196810,1,2,1,2,1,1,1,2012,1,2,3,-1,-1,-1,2012,1,6,42,5,3,1500,7,12,2,2,-1,199005,1,1,1,1,199910,3,1,2,0,2,2,2,3,2
11,110108,1,2,199307,1,4,1,1,6,1,1,1995,1,5,5,-1,-1,-1,1995,3,-1,-1,-1,-1,-1,-1,-1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,198305,1,3,1,2,1,1,1,2001,1,2,3,-1,-1,-1,2001,1,6,42,6,2,3000,7,11,5,2,-1,200402,2,2,-1,1,200505,3,1,1,0,1,2,1,1,1
11,110108,1,1,198704,1,4,1,2,1,1,1,2010,1,2,3,-1,-1,-1,2010,1,15,46,2,1,2000,6,8,1,1,3,201002,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,198907,1,3,1,2,1,1,1,2006,1,2,3,-1,-1,-1,2004,1,15,20,2,1,2000,3,6,1,1,2,200905,1,1,2,1,201106,3,1,1,0,2,2,2,1,1
11,110108,1,1,198203,1,8,2,2,1,1,1,2000,2,2,3,-1,-1,-1,2000,1,13,41,6,1,3000,2.5,8,2,1,1,201008,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,199509,1,4,1,1,6,1,1,1996,1,5,-1,-1,-1,-1,1996,3,-1,-1,-1,-1,-1,-1,-1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,198503,1,3,1,1,1,1,1,2008,1,-1,-1,-1,-1,-1,2008,1,15,46,2,1,2000,6,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,198304,1,7,2,2,1,1,1,2006,1,2,3,7,-1,-1,2006,1,4,20,6,1,3000,0.5,8,2,1,2,201002,1,2,-1,1,-9,2,-9,-9,0,2,2,2,1,1
11,110108,1,2,198612,1,3,1,2,1,1,1,2011,1,2,-1,-1,-1,-1,2011,1,6,48,3,1,1500,6,8,4,1,2,200910,1,2,-1,1,201001,3,1,1,0,2,2,1,1,1
11,110108,1,2,198509,1,6,1,2,1,1,1,2005,1,2,3,-1,-1,-1,2005,1,4,30,6,1,2000,0.5,8,5,1,2,200909,1,2,-1,2,-1,-1,-1,-1,0,1,2,2,1,1
11,110108,1,2,197710,3,4,1,3,3,1,1,2007,1,2,-1,-1,-1,-1,2007,2,-1,-1,-1,-1,-1,-1,-1,2,2,-1,199806,1,2,-1,2,-1,-1,-1,-1,0,1,2,2,2,1
11,110108,1,1,198602,1,3,1,2,1,1,1,2006,1,2,3,-1,-1,-1,2006,1,5,20,2,1,2000,5,8,4,1,1,200907,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,197109,1,2,1,2,1,1,1,2002,1,2,3,3,-1,-1,1993,1,6,41,5,3,1500,7,12,2,2,-1,199109,2,-1,-1,1,200901,7,2,1,0,2,2,2,3,1
11,110108,1,1,196304,1,5,1,2,1,1,1,2000,1,2,3,-1,-1,-1,1997,1,8,48,5,1,1800,7,12,2,2,-1,199701,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,197903,1,8,2,2,1,1,1,2008,1,2,-1,-1,-1,-1,2008,1,12,30,2,1,3000,6,8,2,1,1,200703,0,-1,-1,1,-9,7,2,3,0,2,2,3,4,2
11,110108,1,1,196807,1,7,2,2,1,1,1,2006,1,2,3,3,-1,-1,2006,1,15,70,12,1,1200,7,8,2,3,-1,199903,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,199601,1,3,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2009,1,8,46,6,2,2200,7,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,199407,1,4,1,1,6,1,1,2010,2,-1,-1,-1,-1,-1,2010,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,198710,1,3,1,2,1,1,1,2005,1,2,-1,-1,-1,-1,2005,1,7,43,5,1,2000,6,10,9,2,-1,201103,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,197210,1,3,1,2,1,1,1,2011,3,2,3,3,-1,-1,2011,1,14,46,2,1,1800,7,12,4,2,-1,199412,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,198204,1,7,1,2,1,1,1,2009,1,2,-1,-1,-1,-1,2009,1,12,20,6,1,5000,2,2,2,2,-1,201112,0,-1,-1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
11,110108,1,1,198810,1,4,1,1,1,1,1,2003,1,5,5,7,10,10,2003,1,6,48,5,1,8000,6,12,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,198211,1,3,1,2,1,1,1,2008,1,2,3,-1,-1,-1,2008,1,4,47,5,3,1500,7,12,1,2,-1,200312,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,196202,1,4,1,2,1,1,1,1999,1,2,3,-1,-1,-1,1999,1,4,47,6,1,1500,5,8,9,2,-1,198601,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,198408,1,3,1,2,1,1,1,2002,1,2,3,-1,-1,-1,2002,1,7,43,6,1,2000,6,8,9,1,3,200612,1,2,-1,1,200711,7,2,5,0,3,3,3,4,2
11,110108,1,1,198005,1,7,2,2,1,1,1,2002,1,2,3,-1,-1,-1,1998,1,13,20,10,1,1000,5,10,2,1,1,200401,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,197611,4,7,2,2,1,1,1,1998,1,2,3,-1,-1,-1,1998,1,6,41,5,1,2000,7,8,6,1,2,200805,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,195502,1,3,1,5,1,1,1,2009,1,3,3,3,-1,-1,2009,1,8,46,2,1,1800,7,12,4,2,-1,198102,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,195408,1,1,2,2,1,1,1,2003,1,2,3,3,-1,-1,2003,1,7,43,6,1,2000,6,10,9,2,-1,197801,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,196804,1,6,1,2,1,1,1,1987,1,2,3,3,-1,-1,1987,1,9,41,5,2,30000,7,8,6,2,-1,199112,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,197411,1,4,1,2,1,1,1,1995,1,2,3,-1,-1,-1,1995,1,13,48,6,1,6000,5,8,2,1,2,199912,1,1,2,1,200010,7,2,7,0,3,2,2,3,1
11,110108,1,1,196410,1,4,1,2,1,1,1,1999,1,2,3,-1,-1,-1,1999,1,8,42,5,3,1400,6,10,9,2,-1,198801,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,198410,1,3,1,1,1,1,1,2002,1,-1,-1,-1,-1,-1,2002,1,7,48,2,1,1800,5,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,198511,1,3,2,1,1,1,1,2001,1,-1,-1,-1,-1,-1,2001,1,8,45,6,1,2500,6,10,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,197701,1,7,2,1,1,1,1,2007,1,7,-1,-1,-1,-1,2007,1,9,20,6,1,2500,6,8,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,199208,1,3,1,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2009,1,14,46,2,1,1500,7,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,196809,1,3,1,2,1,1,1,2001,1,2,3,3,3,-1,2001,1,4,47,5,2,5000,7,10,6,2,-1,199012,3,-1,-1,1,199803,3,1,2,0,3,2,2,3,2
11,110108,1,2,198803,1,3,1,2,1,1,1,2006,1,2,-1,-1,-1,-1,2006,1,7,43,5,1,1500,6,10,9,2,-1,201112,0,-1,-1,2,-1,-1,-1,-1,0,2,2,2,3,2
11,110108,1,2,197901,1,4,1,2,5,1,1,2003,1,2,3,3,-1,-1,2000,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200203,2,-1,-1,1,201109,2,2,2,0,3,1,2,1,1
11,110108,1,2,197710,1,3,2,2,1,1,1,2003,1,2,3,3,-1,-1,1996,1,8,48,5,4,5000,6,12,2,3,-1,199909,2,-1,-1,1,201101,3,2,2,0,2,2,1,4,1
11,110108,1,2,198107,1,7,1,2,1,1,1,2004,1,2,3,-1,-1,-1,2000,1,8,41,5,2,10000,5,8,4,1,1,200612,1,2,-1,1,200902,7,2,6,0,2,2,1,1,1
11,110108,1,1,199110,1,6,1,1,1,1,1,2006,1,5,5,7,-1,-1,2006,1,8,48,6,1,3000,7,10,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,197109,1,7,1,2,1,1,1,2004,1,2,3,-1,-1,-1,2004,1,15,48,6,1,5000,5,8,2,3,-1,200503,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,197303,1,3,1,2,1,1,1,1997,1,2,3,3,-1,-1,1995,1,6,41,5,3,2000,7,8,2,2,-1,199412,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,198101,1,3,1,2,1,1,1,2006,1,2,3,-1,-1,-1,2006,1,6,48,6,1,3000,6,8,5,2,-1,200410,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,199212,1,7,2,1,6,1,1,2011,1,-1,-1,-1,-1,-1,2011,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,197611,1,8,2,2,6,1,1,2010,1,2,3,-1,-1,-1,1996,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200302,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,198202,1,4,2,2,5,1,1,2011,1,2,3,3,-1,-1,2011,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200704,2,-1,-1,1,201202,7,2,5,0,2,2,2,3,1
11,110108,1,1,198504,1,6,1,2,1,1,1,2012,1,2,3,-1,-1,-1,2012,1,7,48,6,1,2800,6,9,4,1,1,201110,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,195711,1,2,1,2,1,1,1,2006,1,2,3,3,-1,-1,2006,1,8,45,6,1,1500,6,8,4,2,-1,198410,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,198303,1,4,2,2,5,1,1,2001,1,2,3,-1,-1,-1,2001,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200805,1,2,-1,1,201112,7,2,8,0,1,2,3,3,1
11,110108,1,1,198106,7,7,2,2,1,1,1,2000,1,2,3,-1,-1,-1,2000,1,14,10,2,1,5500,5,8,2,2,-1,200712,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,198609,1,4,1,2,5,1,1,2005,1,2,3,-1,-1,-1,2005,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200910,1,2,-1,1,201109,7,2,5,0,2,2,2,3,1
11,110108,1,2,198808,1,4,2,2,1,1,1,2010,2,2,3,-1,-1,-1,2010,1,9,48,6,1,5000,7,8,2,2,-1,201005,1,2,-1,1,201011,6,2,5,0,2,2,2,4,1
11,110108,1,2,197808,1,8,2,2,1,1,1,2010,1,2,3,-1,-1,-1,2010,1,12,30,6,1,500,6,7,2,1,1,201005,1,2,-1,2,-1,-1,-1,-1,0,2,2,2,4,1
11,110108,1,1,199006,1,6,1,1,6,1,1,1998,2,5,5,-1,-1,-1,1998,3,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,197112,1,4,1,2,1,1,1,2003,1,2,3,5,5,7,2003,1,8,20,2,1,1500,6,6,4,1,1,199812,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,198202,1,3,1,1,1,1,1,2003,1,5,7,7,-1,-1,2003,1,6,48,3,1,1600,7,6,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,197610,1,7,1,2,1,1,1,2011,2,2,3,5,5,-1,2005,1,13,41,5,2,3000,7,8,2,2,-1,201012,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,198011,1,4,2,2,1,1,1,2004,2,2,6,6,5,5,2004,1,4,20,6,1,7000,6,8,2,2,-1,201101,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,196110,1,4,1,4,1,1,1,1995,2,3,3,-1,-1,-1,1995,1,4,63,5,3,10000,7,10,1,2,-1,198301,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,196408,1,3,1,2,1,1,1,1997,2,2,3,3,5,-1,1997,1,8,45,3,1,1400,7,6,4,2,-1,198912,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,196501,1,4,1,2,1,1,1,1994,1,2,3,5,5,6,1994,1,8,48,6,1,1200,7,8,2,2,-1,198708,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,196303,1,4,1,2,1,1,1,2000,1,2,3,3,5,5,2000,1,15,48,12,1,2000,7,10,2,2,-1,198701,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,199004,1,6,1,1,1,1,1,2011,2,5,5,7,7,7,2011,1,12,80,6,1,1300,5.5,10,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,196211,1,3,1,2,1,1,1,1992,1,2,3,3,5,-1,1992,1,8,48,5,3,3000,7,8,2,2,-1,198312,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,197910,1,3,1,2,1,1,1,2012,1,2,3,5,5,6,1996,1,7,43,5,3,2000,7,10,1,2,-1,200403,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,199110,1,7,1,1,1,1,1,2011,2,5,5,9,-1,-1,2011,1,13,20,6,1,2000,5,7,4,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,197709,1,3,1,2,1,1,1,2010,2,2,3,5,5,6,2010,1,6,41,5,3,3000,7,12,2,2,-1,199912,1,1,1,1,200403,3,1,1,0,1,2,1,1,1
11,110108,1,2,199007,1,3,1,2,1,1,1,2012,2,2,5,5,6,6,1999,1,6,41,5,3,2000,3,12,1,2,-1,201202,1,2,-1,2,-9,-1,-1,-1,0,2,2,2,4,2
11,110108,1,2,198409,1,5,2,2,1,1,1,2009,1,2,3,3,5,5,2009,1,8,48,6,1,4000,6,6,7,1,1,200510,2,-1,-1,2,-1,-1,-1,-1,0,2,2,2,4,2
11,110108,1,1,197510,1,6,2,3,1,1,1,1996,1,2,3,6,6,7,1996,1,8,30,3,1,2000,6,8,4,1,1,200604,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,197512,1,2,1,2,1,1,1,2004,1,2,3,5,5,3,2004,1,15,70,12,3,2000,7,5,2,2,-1,199810,2,-1,-1,1,200606,7,2,1,1,2,2,2,3,1
11,110108,1,2,196712,1,3,1,2,1,1,1,1995,1,2,3,5,7,7,1983,1,6,41,5,3,5000,7,12,1,2,-1,199105,1,2,-1,2,-1,-1,-1,-1,0,2,2,2,4,2
11,110108,1,1,196403,1,3,1,2,1,1,1,1988,1,2,3,3,-1,-1,1988,1,6,42,6,3,3000,7,9,6,2,-1,198712,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,198009,1,3,1,2,4,1,1,2007,1,2,3,3,-1,-1,2007,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200101,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,1,196802,1,3,1,2,1,1,1,2002,1,2,3,3,-1,-1,2002,1,8,45,6,1,3000,7,8,4,1,1,199208,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110108,1,2,197607,1,7,2,2,4,1,1,2007,1,2,3,-1,-1,-1,2007,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,201104,1,2,-1,2,-1,-1,-1,-1,0,1,2,3,1,2
11,110108,1,2,198203,1,7,2,2,1,1,1,2002,1,2,3,-1,-1,-1,2002,1,13,20,7,1,5000,5,8,2,1,3,200909,1,2,-1,2,-1,-1,-1,-1,0,1,2,2,2,1
11,110108,1,2,198608,1,4,1,2,1,1,1,2007,1,2,3,5,6,-1,2007,1,8,41,5,3,3000,6,10,2,2,-1,200903,1,2,-1,1,201010,7,2,5,0,2,2,2,4,2
11,110108,1,1,196705,1,5,1,2,1,1,1,1993,1,2,3,5,6,7,1993,1,15,41,5,3,1000,6,8,2,2,-1,199502,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
