@relation 2011CombData-weka.filters.unsupervised.attribute.Remove-R1-3-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R4_predicted

@attribute predictedrate numeric
@attribute rate numeric
@attribute dis numeric
@attribute orgGDP numeric
@attribute Population numeric
@attribute Birth_Rate numeric
@attribute Avg_Life numeric
@attribute GDP_PC numeric
@attribute Unemploy_Rate numeric
@attribute Flat_Rates numeric
@attribute Price_Rates numeric
@attribute City_Income numeric
@attribute Country_income numeric
@attribute Green_Rate numeric
@attribute Disasters numeric
@attribute Stu_Rate_H numeric
@attribute Low_Income numeric
@attribute Low_Income_Insurance numeric

@data
0.018837,0.009583,961,28661,33239,13.48,74.33,26150,3,4147.7,105.2,17494.9,6891.6,4.51,660,2212,98.1,244
0.005908,0.001516,2068,26150,41370,14.43,69.96,29522,3.8,3248.08,106.1,15603.3,4608.5,0.39,19,1082,23.5,232
0.003067,0,1928,30087,32092,12.08,72.23,19595,3.1,3318.24,105.9,14988.7,3909.4,1.63,115,2041,88.1,189
0.011069,0.000628,1389,31357,33239,13.48,74.33,26150,3,4147.7,105.2,17494.9,6891.6,4.51,660,2212,98.1,244
0.002523,0,2106,20077,37330,9.79,74.75,26133,4.2,4917.88,105.3,17899.1,6128.6,7.74,1997,1904,189.3,210
0.032279,0.010753,2091,33043,45162,9.47,77.73,59249,3.1,9838.06,105.4,30970.7,13070.7,10.52,679,2218,8.8,367
0.024656,0.000226,1902,33969,45060,10.45,76.49,50807,2.5,7879.17,105.3,26897.5,9371.7,41.06,100,1978,40,254
0.010466,0.002135,1868,25659,36244,14.72,76.3,28898,1.7,8943.45,106.1,18369,6446,4.98,107,2079,17.1,250
0.002818,0.006289,2343,59249,34004,12.71,69.54,19265,4.1,3635.38,104.9,18575.6,4722,3.19,346,1520,93.1,206
0.002227,0,1789,57974,37330,9.79,74.75,26133,4.2,4917.88,105.3,17899.1,6128.6,7.74,1997,1904,189.3,210
0.004728,0,26119,33969,34004,12.71,69.54,19265,4.1,3635.38,104.9,18575.6,4722,3.19,346,1520,93.1,206
0.000647,0,4967,32819,49464,15.39,68.17,20077,3.2,3474.51,105,16195.6,4904.3,0.29,139,1446,4.3,306
0.090609,0,4155,20077,45162,9.47,77.73,59249,3.1,9838.06,105.4,30970.7,13070.7,10.52,679,2218,8.8,367
0.000727,0,1516,81658,34586,13.35,74.7,29880,4.2,3790.26,105.5,18844.1,6567.1,4.96,8844,2054,145.1,214
0.000603,0,1097,33464,34586,13.35,74.7,29880,4.2,3790.26,105.5,18844.1,6567.1,4.96,8844,2054,145.1,214
0.004728,0.00044,3874,38460,34004,12.71,69.54,19265,4.1,3635.38,104.9,18575.6,4722,3.19,346,1520,93.1,206
0.000603,0,1326,28898,34586,13.35,74.7,29880,4.2,3790.26,105.5,18844.1,6567.1,4.96,8844,2054,145.1,214
0.00344,0.000674,622,25659,33634,11.56,74.57,28661,3.4,3500.8,105.6,18194.8,6604,6.96,49,1901,141.9,202
0.007209,0,902,57974,37618,11.5,76.46,47335,3.4,4447.73,105,22791.8,8342.1,16.56,27,2191,60.6,286
0.000758,0,2673,33043,33032,13.71,75.11,25326,3.5,3772.47,105.9,18854.1,5231.3,6.45,411,1688,57.3,228
0.026582,0.022993,457,34197,39352,12.23,75.08,25659,3.7,4776.1,105.6,18606.1,6232.2,7.6,175,2007,84.2,254
0.006221,0.000926,978,50760,37618,11.5,76.46,47335,3.4,4447.73,105,22791.8,8342.1,16.56,27,2191,60.6,286
0.006595,0,1819,81658,41370,14.43,69.96,29522,3.8,3248.08,106.1,15603.3,4608.5,0.39,19,1082,23.5,232
0.000709,0,2137,38460,36128,10.39,74.87,34197,4.1,4486.39,105.8,18373.9,6897.9,6.21,580,2991,137.2,252
0.008319,0.004597,1058,26133,32092,12.08,72.23,19595,3.1,3318.24,105.9,14988.7,3909.4,1.63,115,2041,88.1,189
0.069262,0.067381,1706,25326,45162,9.47,77.73,59249,3.1,9838.06,105.4,30970.7,13070.7,10.52,679,2218,8.8,367
0.002857,0.008982,1585,50807,34004,12.71,69.54,19265,4.1,3635.38,104.9,18575.6,4722,3.19,346,1520,93.1,206
0.003675,0,2923,85213,34004,12.71,69.54,19265,4.1,3635.38,104.9,18575.6,4722,3.19,346,1520,93.1,206
0.000647,0,2246,19265,49464,15.39,68.17,20077,3.2,3474.51,105,16195.6,4904.3,0.29,139,1446,4.3,306
0.002818,0.001287,2402,62290,34004,12.71,69.54,19265,4.1,3635.38,104.9,18575.6,4722,3.19,346,1520,93.1,206
0.031231,0.061047,978,47335,38154,5.71,76.38,50760,3.7,4732.65,105.2,20466.8,8296.5,9.6,291,2712,118.6,296
0.000475,0,2540,19265,42703,13.65,73.38,33043,4.4,3732.19,106.3,17578.9,5410,1.84,4,1912,20.8,212
0.001917,0,1316,85213,42703,13.65,73.38,33043,4.4,3732.19,106.3,17578.9,5410,1.84,4,1912,20.8,212
0.003561,0,695,81658,33634,11.56,74.57,28661,3.4,3500.8,105.6,18194.8,6604,6.96,49,1901,141.9,202
0.020939,0,495,47335,33634,11.56,74.57,28661,3.4,3500.8,105.6,18194.8,6604,6.96,49,1901,141.9,202
0.002229,0,2627,50807,41370,14.43,69.96,29522,3.8,3248.08,106.1,15603.3,4608.5,0.39,19,1082,23.5,232
0.029027,0.002705,1717,57974,75591,6.97,80.26,82560,3.5,14603.24,105.2,36230.5,16053.8,12.23,0,3556,32.4,450
0.000768,0.002849,1962,47377,39430,9.88,75.7,34500,3.5,4733.84,105.3,20249.7,6480.4,4.39,133,2522,56.9,256
0.052625,0.03439,1217,25659,55658,8.58,78.89,85213,3.6,8744.77,104.9,26920.9,12321.2,2.17,0,4329,18,450
0.003561,0,666,62290,33634,11.56,74.57,28661,3.4,3500.8,105.6,18194.8,6604,6.96,49,1901,141.9,202
0.002367,0.000814,967,47377,34586,13.35,74.7,29880,4.2,3790.26,105.5,18844.1,6567.1,4.96,8844,2054,145.1,214
0.059465,0.086022,1192,33043,75482,8.29,80.18,81658,1.4,16851.95,105.6,32903,14735.7,6.35,13,5613,11.7,430
0.04134,0.053763,1316,33043,55658,8.58,78.89,85213,3.6,8744.77,104.9,26920.9,12321.2,2.17,0,4329,18,450
0.04322,0,1891,85213,38588,11.41,75.76,47377,3.7,7764.29,105.3,24907.4,8778.6,5.08,102,2200,18.1,218
0.038725,0.057708,418,28661,35309,13.02,74.97,33969,3.8,3982.85,105.7,18292.2,7119.7,7.11,18,2006,88.1,265
0.025664,0.007081,632,62290,33239,13.48,74.33,26150,3,4147.7,105.2,17494.9,6891.6,4.51,660,2212,98.1,244
0.104054,0.341176,125,85213,75482,8.29,80.18,81658,1.4,16851.95,105.6,32903,14735.7,6.35,13,5613,11.7,430
0.091755,0.097304,663,47335,45487,9.59,76.63,62290,3.2,6554.41,105.3,26340.7,10805,23.75,52,2824,40.9,342
0.00129,0,2106,26133,49464,15.39,68.17,20077,3.2,3474.51,105,16195.6,4904.3,0.29,139,1446,4.3,306
0.005014,0,948,33969,42703,13.65,73.38,33043,4.4,3732.19,106.3,17578.9,5410,1.84,4,1912,20.8,212
0.027762,0.012439,1789,26133,41118,8.94,74.44,57974,3.8,3782.93,105.6,20407.6,6641.6,4.11,8,1920,84.8,299
0.008582,0,2820,19595,36244,14.72,76.3,28898,1.7,8943.45,106.1,18369,6446,4.98,107,2079,17.1,250
0.019687,0,2461,57974,45060,10.45,76.49,50807,2.5,7879.17,105.3,26897.5,9371.7,41.06,100,1978,40,254
0.032182,0,4447,20077,38588,11.41,75.76,47377,3.7,7764.29,105.3,24907.4,8778.6,5.08,102,2200,18.1,218
0.000647,0,3880,62290,49464,15.39,68.17,20077,3.2,3474.51,105,16195.6,4904.3,0.29,139,1446,4.3,306
0.00152,0,1951,33043,36102,13.31,71.1,16413,3.6,3888.78,105.1,16495,4145.4,3.05,214,1254,54.3,212
0.003421,0.00113,2496,33969,36244,14.72,76.3,28898,1.7,8943.45,106.1,18369,6446,4.98,107,2079,17.1,250
0.042173,0.003034,1268,25659,45060,10.45,76.49,50807,2.5,7879.17,105.3,26897.5,9371.7,41.06,100,1978,40,254
0.008629,0.001508,569,34197,33634,11.56,74.57,28661,3.4,3500.8,105.6,18194.8,6604,6.96,49,1901,141.9,202
0.013503,0.001116,3083,32819,38588,11.41,75.76,47377,3.7,7764.29,105.3,24907.4,8778.6,5.08,102,2200,18.1,218
0.004031,0,3899,28898,49464,15.39,68.17,20077,3.2,3474.51,105,16195.6,4904.3,0.29,139,1446,4.3,306
0.059793,0.036188,1037,25659,75482,8.29,80.18,81658,1.4,16851.95,105.6,32903,14735.7,6.35,13,5613,11.7,430
0.031458,0.02849,582,47377,33239,13.48,74.33,26150,3,4147.7,105.2,17494.9,6891.6,4.51,660,2212,98.1,244
0.003124,0.000253,1095,26150,37618,11.5,76.46,47335,3.4,4447.73,105,22791.8,8342.1,16.56,27,2191,60.6,286
0.083102,0.031725,1910,16413,75591,6.97,80.26,82560,3.5,14603.24,105.2,36230.5,16053.8,12.23,0,3556,32.4,450
0.017006,0.032258,1717,82560,41118,8.94,74.44,57974,3.8,3782.93,105.6,20407.6,6641.6,4.11,8,1920,84.8,299
0.011772,0.015976,1281,29880,39230,10.47,74.92,31357,3.5,3432.71,105.2,18123.9,5601.4,3.25,14,2202,91.7,231
0.003421,0.002215,2355,33464,36244,14.72,76.3,28898,1.7,8943.45,106.1,18369,6446,4.98,107,2079,17.1,250
0.000967,0,1960,29522,34586,13.35,74.7,29880,4.2,3790.26,105.5,18844.1,6567.1,4.96,8844,2054,145.1,214
0.001858,0,2875,28898,41370,14.43,69.96,29522,3.8,3248.08,106.1,15603.3,4608.5,0.39,19,1082,23.5,232
0.003676,0,4715,20077,33610,6.53,76.18,38460,3.7,4363.89,105.2,17796.6,7510,3.87,15,2807,115.6,228
0.007422,0,4967,20077,31302,6.99,75.98,32819,4.1,3966.4,105.8,15696.2,7590.7,7.22,1,2409,155.6,240
0.077181,0.035165,523,31357,55658,8.58,78.89,85213,3.6,8744.77,104.9,26920.9,12321.2,2.17,0,4329,18,450
0.000546,0,2355,28898,38143,9.75,74.68,33464,3.6,4949.2,105.7,18245.2,5027.9,2.82,667,3378,84.6,284
0.015338,0.064516,2111,33043,38238,14.99,72.35,30087,3.2,3548.79,105.9,15513.6,5442.2,4.41,24,1521,96,183
0.0265,0.025,1981,81658,38588,11.41,75.76,47377,3.7,7764.29,105.3,24907.4,8778.6,5.08,102,2200,18.1,218
0.013503,0.00132,2831,38460,38588,11.41,75.76,47377,3.7,7764.29,105.3,24907.4,8778.6,5.08,102,2200,18.1,218
0.042983,0.15489,546,32819,38154,5.71,76.38,50760,3.7,4732.65,105.2,20466.8,8296.5,9.6,291,2712,118.6,296
0.004909,0,2134,82560,36244,14.72,76.3,28898,1.7,8943.45,106.1,18369,6446,4.98,107,2079,17.1,250
0.03411,0.040881,1322,59249,75482,8.29,80.18,81658,1.4,16851.95,105.6,32903,14735.7,6.35,13,5613,11.7,430
0.010554,0,2627,29522,45060,10.45,76.49,50807,2.5,7879.17,105.3,26897.5,9371.7,41.06,100,1978,40,254
0.010554,0,3133,38460,45060,10.45,76.49,50807,2.5,7879.17,105.3,26897.5,9371.7,41.06,100,1978,40,254
0.002846,0,2138,31357,33032,13.71,75.11,25326,3.5,3772.47,105.9,18854.1,5231.3,6.45,411,1688,57.3,228
0.002448,0,1754,16413,32092,12.08,72.23,19595,3.1,3318.24,105.9,14988.7,3909.4,1.63,115,2041,88.1,189
0.000735,0,908,82560,36128,10.39,74.87,34197,4.1,4486.39,105.8,18373.9,6897.9,6.21,580,2991,137.2,252
0.067785,0.008362,942,33969,45487,9.59,76.63,62290,3.2,6554.41,105.3,26340.7,10805,23.75,52,2824,40.9,342
0.0467,0.010922,2907,19265,75482,8.29,80.18,81658,1.4,16851.95,105.6,32903,14735.7,6.35,13,5613,11.7,430
0.011649,0.006969,2496,28898,35309,13.02,74.97,33969,3.8,3982.85,105.7,18292.2,7119.7,7.11,18,2006,88.1,265
0.000498,0,2100,19265,33634,11.56,74.57,28661,3.4,3500.8,105.6,18194.8,6604,6.96,49,1901,141.9,202
0.017637,0.025,2179,81658,45060,10.45,76.49,50807,2.5,7879.17,105.3,26897.5,9371.7,41.06,100,1978,40,254
0.002846,0.000452,2096,33969,33032,13.71,75.11,25326,3.5,3772.47,105.9,18854.1,5231.3,6.45,411,1688,57.3,228
0.00336,0.001131,919,34197,37618,11.5,76.46,47335,3.4,4447.73,105,22791.8,8342.1,16.56,27,2191,60.6,286
0.024244,0.022222,2239,29522,45162,9.47,77.73,59249,3.1,9838.06,105.4,30970.7,13070.7,10.52,679,2218,8.8,367
0.000542,0,1798,28898,37330,9.79,74.75,26133,4.2,4917.88,105.3,17899.1,6128.6,7.74,1997,1904,189.3,210
0.108042,0.012558,2364,16413,55658,8.58,78.89,85213,3.6,8744.77,104.9,26920.9,12321.2,2.17,0,4329,18,450
0.000564,0,1798,57974,34586,13.35,74.7,29880,4.2,3790.26,105.5,18844.1,6567.1,4.96,8844,2054,145.1,214
0.078245,0.028001,173,62290,39352,12.23,75.08,25659,3.7,4776.1,105.6,18606.1,6232.2,7.6,175,2007,84.2,254
0.013468,0.002742,1685,19595,39352,12.23,75.08,25659,3.7,4776.1,105.6,18606.1,6232.2,7.6,175,2007,84.2,254
0.044827,0.081125,1970,26133,45487,9.59,76.63,62290,3.2,6554.41,105.3,26340.7,10805,23.75,52,2824,40.9,342
0.028522,0.002994,470,50807,36102,13.31,71.1,16413,3.6,3888.78,105.1,16495,4145.4,3.05,214,1254,54.3,212
0.022448,0.032258,948,33043,35309,13.02,74.97,33969,3.8,3982.85,105.7,18292.2,7119.7,7.11,18,2006,88.1,265
0.00679,0.001183,2433,29880,33610,6.53,76.18,38460,3.7,4363.89,105.2,17796.6,7510,3.87,15,2807,115.6,228
0.003456,0.001287,3652,62290,38238,14.99,72.35,30087,3.2,3548.79,105.9,15513.6,5442.2,4.41,24,1521,96,183
0.013589,0.009492,1510,33969,31302,6.99,75.98,32819,4.1,3966.4,105.8,15696.2,7590.7,7.22,1,2409,155.6,240
0.030746,0.164143,2179,26133,45162,9.47,77.73,59249,3.1,9838.06,105.4,30970.7,13070.7,10.52,679,2218,8.8,367
0.082376,0.107917,711,28661,55658,8.58,78.89,85213,3.6,8744.77,104.9,26920.9,12321.2,2.17,0,4329,18,450
0.000517,0,1576,85213,34586,13.35,74.7,29880,4.2,3790.26,105.5,18844.1,6567.1,4.96,8844,2054,145.1,214
0.017922,0.013473,1902,50807,35309,13.02,74.97,33969,3.8,3982.85,105.7,18292.2,7119.7,7.11,18,2006,88.1,265
0.079426,0.053375,527,31357,41118,8.94,74.44,57974,3.8,3782.93,105.6,20407.6,6641.6,4.11,8,1920,84.8,299
0.057055,0.129032,1239,82560,75482,8.29,80.18,81658,1.4,16851.95,105.6,32903,14735.7,6.35,13,5613,11.7,430
0.012825,0.00443,624,33464,32092,12.08,72.23,19595,3.1,3318.24,105.9,14988.7,3909.4,1.63,115,2041,88.1,189
0.010528,0.000562,457,25659,36128,10.39,74.87,34197,4.1,4486.39,105.8,18373.9,6897.9,6.21,580,2991,137.2,252
0.001085,0,1097,29880,38143,9.75,74.68,33464,3.6,4949.2,105.7,18245.2,5027.9,2.82,667,3378,84.6,284
0.015959,0.006126,2657,25326,41118,8.94,74.44,57974,3.8,3782.93,105.6,20407.6,6641.6,4.11,8,1920,84.8,299
0.093437,0,3652,30087,45487,9.59,76.63,62290,3.2,6554.41,105.3,26340.7,10805,23.75,52,2824,40.9,342
0.006186,0,4747,30087,36244,14.72,76.3,28898,1.7,8943.45,106.1,18369,6446,4.98,107,2079,17.1,250
0.014115,0.141969,2341,26133,38588,11.41,75.76,47377,3.7,7764.29,105.3,24907.4,8778.6,5.08,102,2200,18.1,218
0.002685,0.001531,851,25326,34586,13.35,74.7,29880,4.2,3790.26,105.5,18844.1,6567.1,4.96,8844,2054,145.1,214
0.074585,0.058824,975,85213,45487,9.59,76.63,62290,3.2,6554.41,105.3,26340.7,10805,23.75,52,2824,40.9,342
0.030329,0.055124,1710,34500,45060,10.45,76.49,50807,2.5,7879.17,105.3,26897.5,9371.7,41.06,100,1978,40,254
0.107377,0.178692,173,25659,45487,9.59,76.63,62290,3.2,6554.41,105.3,26340.7,10805,23.75,52,2824,40.9,342
0.017792,0.025474,1710,32819,41118,8.94,74.44,57974,3.8,3782.93,105.6,20407.6,6641.6,4.11,8,1920,84.8,299
0.031847,0.018634,3330,30087,55658,8.58,78.89,85213,3.6,8744.77,104.9,26920.9,12321.2,2.17,0,4329,18,450
0.04948,0.005288,2227,16413,41118,8.94,74.44,57974,3.8,3782.93,105.6,20407.6,6641.6,4.11,8,1920,84.8,299
0.001813,0,1799,47335,39430,9.88,75.7,34500,3.5,4733.84,105.3,20249.7,6480.4,4.39,133,2522,56.9,256
0.002846,0,3324,33464,33032,13.71,75.11,25326,3.5,3772.47,105.9,18854.1,5231.3,6.45,411,1688,57.3,228
0.011772,0.018118,1392,26133,39230,10.47,74.92,31357,3.5,3432.71,105.2,18123.9,5601.4,3.25,14,2202,91.7,231
0.003842,0.002527,1185,26150,33032,13.71,75.11,25326,3.5,3772.47,105.9,18854.1,5231.3,6.45,411,1688,57.3,228
0.078245,0.017896,218,31357,35309,13.02,74.97,33969,3.8,3982.85,105.7,18292.2,7119.7,7.11,18,2006,88.1,265
0.013062,0.006919,2401,47377,41118,8.94,74.44,57974,3.8,3782.93,105.6,20407.6,6641.6,4.11,8,1920,84.8,299
0.02923,0.003484,2017,28898,45487,9.59,76.63,62290,3.2,6554.41,105.3,26340.7,10805,23.75,52,2824,40.9,342
0.091541,0,480,81658,41118,8.94,74.44,57974,3.8,3782.93,105.6,20407.6,6641.6,4.11,8,1920,84.8,299
0.011211,0.01298,736,26133,36102,13.31,71.1,16413,3.6,3888.78,105.1,16495,4145.4,3.05,214,1254,54.3,212
0.006463,0.001497,3133,50807,33610,6.53,76.18,38460,3.7,4363.89,105.2,17796.6,7510,3.87,15,2807,115.6,228
0.029251,0.025,2373,81658,45487,9.59,76.63,62290,3.2,6554.41,105.3,26340.7,10805,23.75,52,2824,40.9,342
0.004877,0.010005,2914,26133,38238,14.99,72.35,30087,3.2,3548.79,105.9,15513.6,5442.2,4.41,24,1521,96,183
0.000694,0.000661,1278,16413,36128,10.39,74.87,34197,4.1,4486.39,105.8,18373.9,6897.9,6.21,580,2991,137.2,252
0.001085,0,1000,57974,38143,9.75,74.68,33464,3.6,4949.2,105.7,18245.2,5027.9,2.82,667,3378,84.6,284
0.005351,0.001256,1319,31357,41370,14.43,69.96,29522,3.8,3248.08,106.1,15603.3,4608.5,0.39,19,1082,23.5,232
0.004428,0.000926,3572,50760,34004,12.71,69.54,19265,4.1,3635.38,104.9,18575.6,4722,3.19,346,1520,93.1,206
0.009491,0.024878,917,26133,34004,12.71,69.54,19265,4.1,3635.38,104.9,18575.6,4722,3.19,346,1520,93.1,206
0.082376,0.128958,695,28661,75482,8.29,80.18,81658,1.4,16851.95,105.6,32903,14735.7,6.35,13,5613,11.7,430
0.022448,0.06423,802,33464,35309,13.02,74.97,33969,3.8,3982.85,105.7,18292.2,7119.7,7.11,18,2006,88.1,265
0.000751,0,2547,33043,49464,15.39,68.17,20077,3.2,3474.51,105,16195.6,4904.3,0.29,139,1446,4.3,306
0.003241,0.000814,1615,47377,33032,13.71,75.11,25326,3.5,3772.47,105.9,18854.1,5231.3,6.45,411,1688,57.3,228
0.003494,0.002274,1242,26150,36102,13.31,71.1,16413,3.6,3888.78,105.1,16495,4145.4,3.05,214,1254,54.3,212
0.028806,0.016875,622,28661,39352,12.23,75.08,25659,3.7,4776.1,105.6,18606.1,6232.2,7.6,175,2007,84.2,254
0.000621,0,1615,28898,36128,10.39,74.87,34197,4.1,4486.39,105.8,18373.9,6897.9,6.21,580,2991,137.2,252
0.012508,0.165373,1962,34500,38588,11.41,75.76,47377,3.7,7764.29,105.3,24907.4,8778.6,5.08,102,2200,18.1,218
0.033306,0.020631,2529,19265,75591,6.97,80.26,82560,3.5,14603.24,105.2,36230.5,16053.8,12.23,0,3556,32.4,450
0.000806,0,1516,50807,33634,11.56,74.57,28661,3.4,3500.8,105.6,18194.8,6604,6.96,49,1901,141.9,202
0.021239,0,2197,85213,45060,10.45,76.49,50807,2.5,7879.17,105.3,26897.5,9371.7,41.06,100,1978,40,254
0.012508,0.002034,1859,33969,38588,11.41,75.76,47377,3.7,7764.29,105.3,24907.4,8778.6,5.08,102,2200,18.1,218
0.046267,0.06423,1379,33464,45162,9.47,77.73,59249,3.1,9838.06,105.4,30970.7,13070.7,10.52,679,2218,8.8,367
0.004764,0,3929,82560,38238,14.99,72.35,30087,3.2,3548.79,105.9,15513.6,5442.2,4.41,24,1521,96,183
0.018021,0.004594,3046,25326,38154,5.71,76.38,50760,3.7,4732.65,105.2,20466.8,8296.5,9.6,291,2712,118.6,296
0.000953,0,4155,59249,49464,15.39,68.17,20077,3.2,3474.51,105,16195.6,4904.3,0.29,139,1446,4.3,306
0.03689,0.076798,2181,26133,75591,6.97,80.26,82560,3.5,14603.24,105.2,36230.5,16053.8,12.23,0,3556,32.4,450
0.000838,0.001048,1897,59249,39430,9.88,75.7,34500,3.5,4733.84,105.3,20249.7,6480.4,4.39,133,2522,56.9,256
0.001001,0.000914,1275,19595,39430,9.88,75.7,34500,3.5,4733.84,105.3,20249.7,6480.4,4.39,133,2522,56.9,256
0.029391,0.010123,1915,38460,45487,9.59,76.63,62290,3.2,6554.41,105.3,26340.7,10805,23.75,52,2824,40.9,342
0.004108,0.001302,2591,32819,33239,13.48,74.33,26150,3,4147.7,105.2,17494.9,6891.6,4.51,660,2212,98.1,244
0.034214,0.017094,1891,47377,55658,8.58,78.89,85213,3.6,8744.77,104.9,26920.9,12321.2,2.17,0,4329,18,450
0.003085,0.000463,2489,50760,41370,14.43,69.96,29522,3.8,3248.08,106.1,15603.3,4608.5,0.39,19,1082,23.5,232
0.032415,0.030833,1452,28661,38588,11.41,75.76,47377,3.7,7764.29,105.3,24907.4,8778.6,5.08,102,2200,18.1,218
0.002502,0.000314,1121,31357,32092,12.08,72.23,19595,3.1,3318.24,105.9,14988.7,3909.4,1.63,115,2041,88.1,189
0.000885,0,1281,31357,34586,13.35,74.7,29880,4.2,3790.26,105.5,18844.1,6567.1,4.96,8844,2054,145.1,214
0.034586,0.025444,1576,29880,55658,8.58,78.89,85213,3.6,8744.77,104.9,26920.9,12321.2,2.17,0,4329,18,450
0.004837,0.004477,2831,47377,33610,6.53,76.18,38460,3.7,4363.89,105.2,17796.6,7510,3.87,15,2807,115.6,228
0.010439,0.001214,4126,19265,31302,6.99,75.98,32819,4.1,3966.4,105.8,15696.2,7590.7,7.22,1,2409,155.6,240
0.005453,0.037425,835,50807,33239,13.48,74.33,26150,3,4147.7,105.2,17494.9,6891.6,4.51,660,2212,98.1,244
0.000835,0.002329,1326,34500,33634,11.56,74.57,28661,3.4,3500.8,105.6,18194.8,6604,6.96,49,1901,141.9,202
0.030956,0.056803,1164,57974,38154,5.71,76.38,50760,3.7,4732.65,105.2,20466.8,8296.5,9.6,291,2712,118.6,296
0.001129,0.010753,1291,33043,37330,9.79,74.75,26133,4.2,4917.88,105.3,17899.1,6128.6,7.74,1997,1904,189.3,210
0.003004,0,2538,31357,36244,14.72,76.3,28898,1.7,8943.45,106.1,18369,6446,4.98,107,2079,17.1,250
0.006699,0.015684,1076,26133,41370,14.43,69.96,29522,3.8,3248.08,106.1,15603.3,4608.5,0.39,19,1082,23.5,232
0.003182,0,2514,19265,37618,11.5,76.46,47335,3.4,4447.73,105,22791.8,8342.1,16.56,27,2191,60.6,286
0.05389,0.007232,1118,33969,75591,6.97,80.26,82560,3.5,14603.24,105.2,36230.5,16053.8,12.23,0,3556,32.4,450
0.033764,0.096774,467,82560,39352,12.23,75.08,25659,3.7,4776.1,105.6,18606.1,6232.2,7.6,175,2007,84.2,254
0.004764,0,4747,28898,38238,14.99,72.35,30087,3.2,3548.79,105.9,15513.6,5442.2,4.41,24,1521,96,183
0.042336,0.011765,523,85213,39230,10.47,74.92,31357,3.5,3432.71,105.2,18123.9,5601.4,3.25,14,2202,91.7,231
0.00166,0.003322,813,33464,36128,10.39,74.87,34197,4.1,4486.39,105.8,18373.9,6897.9,6.21,580,2991,137.2,252
0.000806,0,2108,28898,33634,11.56,74.57,28661,3.4,3500.8,105.6,18194.8,6604,6.96,49,1901,141.9,202
0.02901,0,418,33969,33634,11.56,74.57,28661,3.4,3500.8,105.6,18194.8,6604,6.96,49,1901,141.9,202
0.063356,0.171655,294,38460,38154,5.71,76.38,50760,3.7,4732.65,105.2,20466.8,8296.5,9.6,291,2712,118.6,296
0.00166,0,853,28661,34586,13.35,74.7,29880,4.2,3790.26,105.5,18844.1,6567.1,4.96,8844,2054,145.1,214
0.079199,0.068556,1729,19595,45487,9.59,76.63,62290,3.2,6554.41,105.3,26340.7,10805,23.75,52,2824,40.9,342
0.163784,0.035649,2005,19595,45162,9.47,77.73,59249,3.1,9838.06,105.4,30970.7,13070.7,10.52,679,2218,8.8,367
0.001001,0,1467,28898,39430,9.88,75.7,34500,3.5,4733.84,105.3,20249.7,6480.4,4.39,133,2522,56.9,256
0.001346,0.000186,4126,32819,34004,12.71,69.54,19265,4.1,3635.38,104.9,18575.6,4722,3.19,346,1520,93.1,206
0.036657,0.049486,1881,26133,75482,8.29,80.18,81658,1.4,16851.95,105.6,32903,14735.7,6.35,13,5613,11.7,430
0.09449,0.139167,666,28661,45487,9.59,76.63,62290,3.2,6554.41,105.3,26340.7,10805,23.75,52,2824,40.9,342
0.000885,0,1105,16413,34586,13.35,74.7,29880,4.2,3790.26,105.5,18844.1,6567.1,4.96,8844,2054,145.1,214
0.029391,0.00595,2166,32819,45487,9.59,76.63,62290,3.2,6554.41,105.3,26340.7,10805,23.75,52,2824,40.9,342
0.019108,0.005556,1762,29522,38238,14.99,72.35,30087,3.2,3548.79,105.9,15513.6,5442.2,4.41,24,1521,96,183
0.034983,0,433,33043,32092,12.08,72.23,19595,3.1,3318.24,105.9,14988.7,3909.4,1.63,115,2041,88.1,189
0.00113,0,1570,33043,39430,9.88,75.7,34500,3.5,4733.84,105.3,20249.7,6480.4,4.39,133,2522,56.9,256
0.03222,0.059783,1945,34500,75591,6.97,80.26,82560,3.5,14603.24,105.2,36230.5,16053.8,12.23,0,3556,32.4,450
0.023714,0,748,33043,39230,10.47,74.92,31357,3.5,3432.71,105.2,18123.9,5601.4,3.25,14,2202,91.7,231
0.093357,0,3880,20077,45487,9.59,76.63,62290,3.2,6554.41,105.3,26340.7,10805,23.75,52,2824,40.9,342
0.005995,0.002994,734,50807,34586,13.35,74.7,29880,4.2,3790.26,105.5,18844.1,6567.1,4.96,8844,2054,145.1,214
0.022816,0.051363,1200,59249,35309,13.02,74.97,33969,3.8,3982.85,105.7,18292.2,7119.7,7.11,18,2006,88.1,265
0.002538,0.004477,2478,47377,34004,12.71,69.54,19265,4.1,3635.38,104.9,18575.6,4722,3.19,346,1520,93.1,206
0.004108,0,3647,30087,33239,13.48,74.33,26150,3,4147.7,105.2,17494.9,6891.6,4.51,660,2212,98.1,244
0.003146,0.001497,1887,50807,37618,11.5,76.46,47335,3.4,4447.73,105,22791.8,8342.1,16.56,27,2191,60.6,286
0.029265,0.003709,1518,25659,41118,8.94,74.44,57974,3.8,3782.93,105.6,20407.6,6641.6,4.11,8,1920,84.8,299
0.007627,0.007031,1844,26133,33239,13.48,74.33,26150,3,4147.7,105.2,17494.9,6891.6,4.51,660,2212,98.1,244
